source|source_Material|source_MaterialPrefixed|target_Material|target_MaterialName|target_MaterialType
TimeXtender|0350.090-00044|G0350.090-00044|3000021218|CA-TB HS 50/30 HDG-4.6 M16 x 150|ZHAW
TimeXtender|0350.090-00052|G0350.090-00052|3000021225|CA-TB HS 50/30 EPS-4.6 M16 x 100|ZHAW
TimeXtender|0350.090-00062|G0350.090-00062|3000021232|CA-TB HS 50/30 HDG-4.6 M20 x 100|ZHAW
TimeXtender|0350.090-00076|G0350.090-00076|3000021243|CA-TB HS 50/30 EPS-4.6 M16 x 125|ZHAW
TimeXtender|0350.090-00094|G0350.090-00094|3000021251|CA-TB HS 50/30 A4-70 M16 x 080|ZHAW
TimeXtender|0350.090-00114|G0350.090-00114|3000021258|CA-TB HS 50/30 HDG-8.8 M12 x 060|ZHAW
TimeXtender|0350.090-00123|G0350.090-00123|3000021265|CA-TB HS 50/30 HDG-8.8 M12 x 045|ZHAW
TimeXtender|0350.090-00131|G0350.090-00131|3000021272|CA-TB HS 50/30 HDG-8.8 M12 x 125|ZHAW
TimeXtender|0350.100-00003|G0350.100-00003|3000021279|CA-TB HS 72/48 HDG-4.6 M20 x 050|ZHAW
TimeXtender|0350.100-00010|G0350.100-00010|3000021286|CA-TB HS 72/48 HDG-4.6 M24 x 100|ZHAW
Roman&Eline|0725.200-00009|0725.200-00009|3000021942|HBS-05 - P -34 -Komplett (CH)|ZHAW
Roman&Eline|0053.930-00006|0053.930-00006|3000021949|HBS-05 - RDZ -20/18 (CH)|ZHAW
Roman&Eline|0053.930-00013|0053.930-00013|3000021956|HBS-05 - RDZ -34/26 (CH)|ZHAW
Roman&Eline|0053.910-00004|0053.910-00004|3000021963|HBS-05 - S -18 (CH)|ZHAW
Roman&Eline|0566.320-00002|0566.320-00002|3000021972|HBS-05 - SW -14 (CH)|ZHAW
Roman&Eline|0566.320-00010|0566.320-00010|3000021980|HBS-05 - SW -40 (CH)|ZHAW
Roman&Eline|0062.060-00002|0062.060-00002|3000021988|HBS-05 S&-A -14 (CH)|ZHAW
Roman&Eline|0062.060-00009|0062.060-00009|3000021995|HBS-05 S&-A -34 (CH)|ZHAW
Roman&Eline|0001.919-00083|0001.919-00083|3000022016|HBS-05-TIG-16-Verbindungsmuffe (CH)|ZHAW
Roman&Eline|0001.919-00091|0001.919-00091|3000022023|HBS-05-TIG-40-Verbindungsmuffe (CH)|ZHAW
TimeXtender|0055.050-00012|G0055.050-00012|1000001414|HBT NL 150-10/15 -1250 (30)|ZFER
TimeXtender|0057.120-00003|G0057.120-00003|1000001541|PS HDB SR P-10/145-2|ZFER
TimeXtender|0057.120-00010|G0057.120-00010|1000001548|PS HDB SR P-10/175-3|ZFER
TimeXtender|0057.120-00017|G0057.120-00017|1000001555|PS HDB SR P-10/215-2|ZFER
TimeXtender|0057.120-00024|G0057.120-00024|1000001562|PS HDB SR P-12/175-3|ZFER
TimeXtender|0057.120-00031|G0057.120-00031|1000001569|PS HDB SR P-12/215-2|ZFER
TimeXtender|0057.130-00037|G0057.130-00037|1000001576|PS HDB SR R-14/185-2|ZFER
TimeXtender|0057.130-00044|G0057.130-00044|1000001583|PS HDB SR R-14/215-3|ZFER
TimeXtender|0057.130-00051|G0057.130-00051|1000001590|PS HDB SR R-14/255-2|ZFER
TimeXtender|0057.130-00058|G0057.130-00058|1000001597|PS HDB SR R-16/215-3|ZFER
TimeXtender|451104012|C0451104012|1000200141|AC CRET SILENT D C986-20 S3|ZFER
TimeXtender|451105020|C0451105020|1000200148|AC CRET SILENT S 992 S2|ZFER
TimeXtender|451107010|C0451107010|1000200155|AC CRET SILENT D CS994 S2|ZFER
TimeXtender|451204120|C0451204120|1000200162|ABDECKUNG GEGEN PERM MOD. 2020|ZFER
TimeXtender|873212|D873212|1000200168|TT CHASER CLAMP PLATE SCREW|ZFER
TimeXtender|BSM11011040-22|DBSM11011040-22|1000200175|SC FPC ED-ESD 15-40|ZFER
TimeXtender|BSM165110-18|DBSM165110-18|1000200179|SC FPC DSD 50-20|ZFER
TimeXtender|BSMQ16011020-25|DBSMQ16011020-25|1000200186|SC FPC ESDQ 18-20|ZFER
TimeXtender|BSMQ22016020-35|DBSMQ22016020-35|1000200193|SC FPC HLDQ 35-20|ZFER
TimeXtender|DSD400D|DDSD400D|1000200202|SC DSD M 400-S3|ZFER
TimeXtender|0552.030-00661|G0552.030-00661|4000002681|PS HDB S R-25/525|ZHAL
TimeXtender|0552.030-00670|G0552.030-00670|4000002690|PS HDB S R-25/615|ZHAL
TimeXtender|0552.030-00679|G0552.030-00679|4000002699|PS HDB S R-25/705|ZHAL
TimeXtender|0552.030-00686|G0552.030-00686|4000002706|PS HDB S R-25/775|ZHAL
TimeXtender|0552.030-00698|G0552.030-00698|4000002718|PS HDB S R-25/895|ZHAL
TimeXtender|0552.150-00004|G0552.150-00004|4000002731|PS HDB S P-10/135|ZHAL
TimeXtender|0552.150-00013|G0552.150-00013|4000002738|PS HDB S P-10/225|ZHAL
TimeXtender|0552.150-00026|G0552.150-00026|4000002745|PS HDB S P-12/175|ZHAL
TimeXtender|0552.150-00033|G0552.150-00033|4000002752|PS HDB S P-12/245|ZHAL
TimeXtender|0812.040-00009|G0812.040-00009|4000002779|ATS 9530-022-3, RE, FV m.Dichtring|ZHAL
TimeXtender|ED10300H|EED10300H|3000020296|SC ED F 10/300 P|ZHAW
TimeXtender|ED10500HAKH|EED10500HAKH|3000020302|SC ED F-ACI 10-500 P|ZHAW
TimeXtender|ED18350H|EED18350H|3000020309|SC ED F 18/350 P|ZHAW
TimeXtender|ED20500H|EED20500H|3000020316|SC ED F 20/500 P|ZHAW
TimeXtender|EDP18500BD|EEDP18500BD|3000020323|SC EDP F 18/500 UC|ZHAW
TimeXtender|ISO-EKC|EISO-EKC|3000020330|ISO-EKC|ZHAW
TimeXtender|ISO-KD|EISO-KD|3000020337|ISO-KD|ZHAW
TimeXtender|ISO-KPC|EISO-KPC|3000020344|ISO-KPC|ZHAW
TimeXtender|ISO-ME|EISO-ME|3000020351|ISO-ME|ZHAW
TimeXtender|ISO-OD|EISO-OD|3000020358|ISO-OD|ZHAW
TimeXtender|0432.040-00041|G0432.040-00041|3000021504|PIAC-WA HB-BZ-12 85-105/18 R- A4|ZHAW
TimeXtender|0432.060-00013|G0432.060-00013|3000021511|PIAC-WA HB-B-12 15- 30/110 R-|ZHAW
TimeXtender|0432.060-00022|G0432.060-00022|3000021518|PIAC-WA HB-B-20  60- 82/205  R-|ZHAW
TimeXtender|0432.060-00034|G0432.060-00034|3000021525|PIAC-WA HB-B-12  10/ 95  R-|ZHAW
TimeXtender|0432.060-00137|G0432.060-00137|3000021532|PIAC-WA HB-B-16  10- 28-/130 R-|ZHAW
TimeXtender|0432.260-00041|G0432.260-00041|3000021539|PIAC-WA HB-BZ- 8 10-21/75  R- EZP|ZHAW
TimeXtender|0432.260-00054|G0432.260-00054|3000021545|PIAC-WA HB-BZ-12 30-50/125 A2-|ZHAW
TimeXtender|0432.380-00007|G0432.380-00007|3000021552|PIAC-CIS HB-VMZ-A-60  60/135  A4|ZHAW
TimeXtender|0432.380-00025|G0432.380-00025|3000021559|PIAC-CIS HB-VMZ-A-200  50/290  A4|ZHAW
TimeXtender|0432.380-00096|G0432.380-00096|3000021566|PIAC-CIS HB-VMZ-A- 80  60/160  A4|ZHAW
TimeXtender|RIP40|ERIP40|7000000287|RIPINOX 1.4462 40MM|ZROH
TimeXtender|459510100|C0459510100|7000000445|MANSCHETTE; CS960-19 ZU BD|ZROH
TimeXtender|BS12|EBS12|7000000470|Betonstahl B500B Ø12mm|ZROH
TimeXtender|BS30|EBS30|7000000477|Betonstahl B500B Ø30mm|ZROH
TimeXtender|NRR20|ENRR20|7000000574|NICHTROSTENDER RIPPENSTAHL, 1.4482 D20MM|ZROH
TimeXtender|409570004|C0409570004|7000000802|U-PROFIL-ABDECKUNG-16 L=250MM|ZROH
Michel Delta|159553002|C0159553002|7000000826|PS DURA-S-SR COMPRESSION PLATE 14 S355|ZROH
Michel Delta|309510001|C0309510001|7000000846|CO ORSO-V CENTERING DOWEL Ø30X70MM|ZROH
Michel Delta|309510009|C0309510009|7000000859|CO ORSO-V CENTERING DOWEL Ø30X115MM|ZROH
Michel Delta|309510004|C0309510004|7000000885|CO ORSO-V CENTERING DOWEL Ø30X85MM|ZROH
Michel Delta|960000065|C0960000065|7000200558|GNÄGI BAUMWOLLE ORANGE, GR. L SIG.|ZROH
Michel Delta|960000072|C0960000072|7000200565|GLOVE ULTIMATE COMFORT, SIZE XL|ZROH
Michel Delta|960000079|C0960000079|7000200572|HEAT SHIELD SILVER SPEEDGLAS 9100|ZROH
Michel Delta|960000086|C0960000086|7000200579|PANTS SEONFORTE, MARIN, GR. 48|ZROH
Michel Delta|960000093|C0960000093|7000200586|PANTS TECAFORT FR, MARIN, SIZE 52 O. C.|ZROH
Michel Delta|960000100|C0960000100|7000200593|JACKET TECAFORT FR, MARIN, GR. 48/50 SIG|ZROH
Michel Delta|960000107|C0960000107|7000200600|CATHODE G034 Y - O2|ZROH
Michel Delta|960000114|C0960000114|7000200607|COAT EVOLU. 215 D.BLAU, GR. 56/58 SIG.|ZROH
Michel Delta|960000121|C0960000121|7000200614|MSG-BURNER MB EVO PRO 401D - 3M|ZROH
Michel Delta|960000128|C0960000128|7000200621|OK ARISTOROD 12.63 / 1.20 MM|ZROH
TimeXtender|0310.300-00101|G0310.300-00101|1000200952|IS-AIS B-KON 41/V A4 -L245 fully mount|ZFER
TimeXtender|0311.010-00007|G0311.010-00007|1000200959|IS-AIS PC-HRS-A - 50-A4|ZFER
TimeXtender|0311.010-00021|G0311.010-00021|1000200966|IS-AIS PC-HRS-A - 131-A4|ZFER
TimeXtender|0311.010-00032|G0311.010-00032|1000200973|IS-AIS PC-HRS-A - 218-A4|ZFER
TimeXtender|0311.010-00050|G0311.010-00050|1000200980|IS-AIS PC-HRS-A - 27-HDG|ZFER
TimeXtender|0311.010-00058|G0311.010-00058|1000200987|IS-AIS PC-HRS-A - 77-HDG|ZFER
TimeXtender|0311.010-00066|G0311.010-00066|1000200994|IS-AIS PC-HRS-A - 116-HDG|ZFER
TimeXtender|0311.010-00073|G0311.010-00073|1000201001|IS-AIS PC-HRS-A - 160-HDG|ZFER
TimeXtender|0311.010-00081|G0311.010-00081|1000201007|IS-AIS PC-HRS-A - 235-HDG|ZFER
TimeXtender|0311.010-00091|G0311.010-00091|1000201013|IS-AIS PC-HRS-A - 420-HDG|ZFER
Michel Delta|0200000020_500|C0200000020_500|1000201831|SC CRET M 10/500 S3|ZFER
TimeXtender|0565.140-00001|G0565.140-00001|4000000014|BC HIT EC-TB-HP- 80-50-PVC|ZHAL
TimeXtender|TTS26HALB|ETTS26HALB|3000020536|TTS-Muf-Halbs Ø 26mm, inkl. 1 Kupp,1 Gew|ZHAW
TimeXtender|TTT18/20VOLL|ETTT18/20VOLL|3000020540|TTT-Muffen-Vollstoss Ø 18/20mm|ZHAW
TimeXtender|U10POLY|EU10POLY|3000020544|Unterlagsscheibe U-10 Polyamid|ZHAW
TimeXtender|U16DIN125ADUPLEX|EU16DIN125ADUPLEX|3000020551|Unterlagsscheibe U-16|ZHAW
TimeXtender|U20DIN125ACORR|EU20DIN125ACORR|3000020557|Unterlagsscheibe U-20 DIN 125, W. 1.4529|ZHAW
TimeXtender|U24DIN125ADUPLEX|EU24DIN125ADUPLEX|3000020564|Unterlagsscheibe U-24 DIN 125 W.1.4462|ZHAW
TimeXtender|U30DIN125ADUPLEX|EU30DIN125ADUPLEX|3000020572|Unterlagsscheibe U-30, DIN 125 W. 1.4462|ZHAW
TimeXtender|U52DIN125A|EU52DIN125A|3000020578|Unterlagsscheibe U-52 A4 DIN 125 A|ZHAW
Michel Delta|960000059|C0960000059|7000200552|GAS DISTRIBUTOR MB24/240 WHITE|ZROH
Michel Delta|960000066|C0960000066|7000200559|GNÄGI BAUMWOLLE ORANGE, GR. M SIG.|ZROH
Michel Delta|960000073|C0960000073|7000200566|GLOVE ULTIMATE COMFORT, SIZE XXL|ZROH
Michel Delta|960000080|C0960000080|7000200573|HM STEEL 280X2,0X32/4/11/63 72 Z TIAIN|ZROH
Michel Delta|960000087|C0960000087|7000200580|PANTS TECAFORT FR, MARIN, SIZE 40 O. C.|ZROH
Michel Delta|960000094|C0960000094|7000200587|PANTS TECAFORT FR, MARIN, SIZE 54 O. C.|ZROH
Michel Delta|960000101|C0960000101|7000200594|JACKET TECAFORT FR, MARIN, GR. 52/54 SIG|ZROH
Michel Delta|960000108|C0960000108|7000200601|CERAMIC SPRAY ABICOR BINZEL|ZROH
Michel Delta|960000115|C0960000115|7000200608|GROUND CABLE 50MM² - 5M|ZROH
Michel Delta|960000122|C0960000122|7000200615|MSG-BURNER MB EVO PRO 401D - 4M|ZROH
TimeXtender|0072.090-00001|G0072.090-00001|1000200735|LS-TPA-RF-A9-2.5-woSR|ZFER
TimeXtender|0111.010-00013|G0111.010-00013|1000200742|BS-AS-KW-3,2-100-500-A4|ZFER
TimeXtender|0120.010-00006|G0120.010-00006|1000200748|FSW 5,3-80 -A4|ZFER
TimeXtender|0132.010-00002|G0132.010-00002|1000200755|WTR-CT-WST-ML-120-A4|ZFER
TimeXtender|0132.020-00005|G0132.020-00005|1000200762|WTR-CT-WST-MLQ-D-120-HDG|ZFER
TimeXtender|0132.050-00003|G0132.050-00003|1000200768|WTR-CT-WST-BL-180-A4|ZFER
TimeXtender|0132.080-00003|G0132.080-00003|1000200775|WTR-CT-WST-ML1-245-A2|ZFER
TimeXtender|0159.019-00001|G0159.019-00001|1000200782|BS-A-HGA-Q-SK|ZFER
TimeXtender|0181.000-00007|G0181.000-00007|1000200789|SF-G-UHA-5-2-300-A4|ZFER
TimeXtender|0181.000-00019|G0181.000-00019|1000200796|SF-G-UHA-10-2-390-A4|ZFER
TimeXtender|0970.010-00009|G0970.010-00009|1000201511|AC HBB-20-FQS|ZFER
TimeXtender|0970.020-00008|G0970.020-00008|1000201518|AC HBB-18-OQS|ZFER
TimeXtender|0971.010-00105|G0971.010-00105|1000201524|AC HTT-4-20-120|ZFER
TimeXtender|0971.020-00107|G0971.020-00107|1000201531|AC HTT-6-22-120|ZFER
TimeXtender|0972.020-00002|G0972.020-00002|1000201537|AC HTF-LS 100|ZFER
TimeXtender|1060.409-00002|G1060.409-00002|1000201544|HSC-B FP-SK Front plate|ZFER
TimeXtender|2001.040-00815|G2001.040-00815|1000201558|CC-C HR-HTA-CE 40/22 HDG-2050|ZFER
TimeXtender|2001.080-00802|G2001.080-00802|1000201568|CC-C HR-HTA-CE 50/30 HDG-0300/3|ZFER
TimeXtender|2001.082-00804|G2001.082-00804|1000201577|CC-C HR-HTA-CE 50/30 A4-0300|ZFER
TimeXtender|2112.019-00001|G2112.019-00001|1000201585|BS-SB-KWL-SK-L4|ZFER
TimeXtender|0300.020-00007|G0300.020-00007|1000200885|IS-AIS C-HCS VT63-21/4 HDG -90° angle|ZFER
TimeXtender|0302.010-00005|G0302.010-00005|1000200892|IS-AIS B-HCS KON-41/1/2 HDG -325 mtd|ZFER
TimeXtender|0308.030-00001|G0308.030-00001|1000200899|IS-AIS BC-HCS TK HDG -with dome plate|ZFER
TimeXtender|0310.010-00005|G0310.010-00005|1000200906|IS-AIS B-KON 41/1 A4 L325|ZFER
TimeXtender|0310.020-00008|G0310.020-00008|1000200913|IS-AIS B-KON 41/2 A4 L775|ZFER
TimeXtender|0310.050-00002|G0310.050-00002|1000200920|IS-AIS B-KON 28/1 HDG L200|ZFER
TimeXtender|0310.060-00002|G0310.060-00002|1000200926|IS-AIS B-KON 36/1 HDG L400|ZFER
TimeXtender|0310.070-00004|G0310.070-00004|1000200933|IS-AIS B-KON 36/2 HDG L 600|ZFER
TimeXtender|0310.080-00007|G0310.080-00007|1000200940|IS-AIS B-KON 52/2 HDG L1100|ZFER
TimeXtender|0310.160-00008|G0310.160-00008|1000200947|IS-AIS B-KON 41/1 HDG L1000-|ZFER
Michel Delta|BSMQ220165-22|DBSMQ220165-22|1000200197|SC FPC DSDQ 75-20|ZFER
TimeXtender|409550004|C0409550004|4000000547|BC DRUCKPLATTE D14; FLA 30/8-36|ZHAL
TimeXtender|TTG18|ETTG18|3000020511|TTG-Ergänzungsgewinde Ø 18mm|ZHAW
TimeXtender|TTMESSER20|ETTMESSER20|3000020518|TT-Mess.2.0 4-tl Chaser st 2.0 p old stl|ZHAW
TimeXtender|TTNP30|ETTNP30|3000020525|TT-Nagelteller Ø 30|ZHAW
TimeXtender|TTS18HALB|ETTS18HALB|3000020532|TTS-MFFN.HSTSSØ 18mm, inkl. 1 KUP, 1 GEW|ZHAW
TimeXtender|TTS34HALB|ETTS34HALB|3000020539|TTS-MFFN.HSTSSØ 34mm, inkl. 1 KUP, 1 GEW|ZHAW
TimeXtender|TTT26/30HALB|ETTT26/30HALB|3000022052|TTT-Muffen-Halbstoss Ø 26/30mm, inkl. 1|ZHAW
TimeXtender|U12DIN9021|EU12DIN9021|3000020547|Unterlagsscheibe U-12 Gross DIN 9021 A4|ZHAW
TimeXtender|U16POLY|EU16POLY|3000020554|Unterlagsscheibe U-16 Polyamid|ZHAW
TimeXtender|0741.110-00003|G0741.110-00003|7000200437|LS-HA-DC-6357-RD16|ZROH
TimeXtender|0741.170-00005|G0741.170-00005|7000200444|LS-HDHA-DCSP-6363-7.5-RD30|ZROH
TimeXtender|0741.230-00001|G0741.230-00001|7000200451|LS-HDHA-NP-6522 cone recess-H20-M12|ZROH
TimeXtender|0741.230-00008|G0741.230-00008|7000200458|LS-HDHA-NP-6522 cone recess-H20-M36|ZROH
TimeXtender|0742.060-00002|G0742.060-00002|7000200465|LS-HA-PFH-6313-0.8-RD14|ZROH
TimeXtender|0742.170-00004|G0742.170-00004|7000200472|LS-HD-PFH-6377-5.0-RD24|ZROH
TimeXtender|0742.190-00005|G0742.190-00005|7000200479|LS-TLL-6311-2.0-M20-wS|ZROH
TimeXtender|0742.230-00007|G0742.230-00007|7000200486|LS-HD-RHLC-6367-12.5-RD42-EPS|ZROH
TimeXtender|9904.010-03611|G9904.010-03611|7000200493|A-551-02/20-Etik HLXLFTBX 1500 Loop-IN|ZROH
Michel Delta|960000007|C0960000007|7000200500|STOP AND CLAMPING ANGLE 500 G|ZROH
TimeXtender|0523.020-00113|G0523.020-00113|7000200735|FI-DC BA1988-M20x180  A4 Black|ZROH
TimeXtender|0725.010-00002|G0725.010-00002|7000200394|HBS-05-R/L Muffe-14|ZROH
TimeXtender|0729.030-00002|G0729.030-00002|7000200401|SC HSD F 22/300 P|ZROH
TimeXtender|0729.050-00003|G0729.050-00003|7000200408|SC HSD SV 25/300 S2|ZROH
TimeXtender|0736.010-00007|G0736.010-00007|7000200415|LS-KKT-RF-6131-15.0|ZROH
TimeXtender|0740.009-00002|G0740.009-00002|7000200422|LS-HD-Pur-no SL-SC|ZROH
TimeXtender|0741.090-00003|G0741.090-00003|7000200429|LS-HDHA-NP-6512-RD16|ZROH
TimeXtender|0741.110-00002|G0741.110-00002|7000200436|LS-HA-DC-6357-RD14|ZROH
TimeXtender|0741.170-00004|G0741.170-00004|7000200443|LS-HDHA-DCSP-6363-5.0-RD24|ZROH
TimeXtender|0741.220-00103|G0741.220-00103|7000200450|LS-HDHA-NP-6521 bolt-M16|ZROH
Michel Delta|960000084|C0960000084|7000200577|PANTS SEONFORTE, MARIN, GR. 44|ZROH
Michel Delta|960000091|C0960000091|7000200584|PANTS TECAFORT FR, MARIN, SIZE 48 O. C.|ZROH
Michel Delta|960000098|C0960000098|7000200591|JACKET TECAFORT FR, MARIN, GR. 42/40 SIG|ZROH
Michel Delta|960000105|C0960000105|7000200598|CATHODE G002 Y - O2|ZROH
Michel Delta|960000112|C0960000112|7000200605|COOLING TUBE G901Y|ZROH
Michel Delta|960000119|C0960000119|7000200612|MIG COIL WIRE Ø 1.0 MM 1.4462|ZROH
Michel Delta|960000126|C0960000126|7000200619|MSG COIL WIRE Ø 0.8MM 1.4430 À 5KG|ZROH
Michel Delta|960000133|C0960000133|7000200626|ROUND RING 10X1 VMQ 1629 70 SHORE|ZROH
Michel Delta|960000140|C0960000140|7000200633|SAGOX 18 12ER MBDL|ZROH
Michel Delta|960000147|C0960000147|7000200640|HIGH-SPEED CUTTING NOZZLE PSF 25-40MM|ZROH
Roman&Eline|DUMM0001.919-00082|DUMM0001.919-00082|3000021896|HBS BRS-B500B-D=40mm BGS SIA (CH)|ZHAW
Roman&Eline|0053.900-00007|0053.900-00007|3000021904|HBS-05 - A -26 (CH)|ZHAW
Roman&Eline|0053.920-00004|0053.920-00004|3000021911|HBS-05 - AL -18 (CH)|ZHAW
Roman&Eline|0566.310-00001|0566.310-00001|3000021918|HBS-05 - AP -12 (CH)|ZHAW
Roman&Eline|0566.300-00002|0566.300-00002|3000021925|HBS-05 - EP -14 (CH)|ZHAW
Roman&Eline|0566.300-00009|0566.300-00009|3000021932|HBS-05 - EP -34 (CH)|ZHAW
Roman&Eline|0725.200-00006|0725.200-00006|3000021939|HBS-05 - P -22 -Komplett (CH)|ZHAW
Roman&Eline|0053.930-00003|0053.930-00003|3000021946|HBS-05 - RDZ -18/14 (CH)|ZHAW
Roman&Eline|0053.930-00010|0053.930-00010|3000021953|HBS-05 - RDZ -26/22 (CH)|ZHAW
Roman&Eline|0053.910-00001|0053.910-00001|3000021960|HBS-05 - S -12 (CH)|ZHAW
TimeXtender|0156.010-00002|G0156.010-00002|3000022066|BS-A-HK-DA-4,0-K-SET-A4|ZHAW
TimeXtender|0159.010-00107|G0159.010-00107|3000022073|BS-A-HGA-Q-310-SET-A4|ZHAW
TimeXtender|0159.020-00008|G0159.020-00008|3000022080|BS-A-HGA-ZN-325-A4|ZHAW
TimeXtender|0170.000-00003|G0170.000-00003|3000022083|SF-G-UMA-10-1-180-A4|ZHAW
TimeXtender|0170.000-00010|G0170.000-00010|3000022090|SF-G-UMA-12-1-240-A4|ZHAW
TimeXtender|0170.000-00029|G0170.000-00029|3000022097|SF-G-UMA-18-1-300-A4|ZHAW
TimeXtender|0170.000-00036|G0170.000-00036|3000022104|SF-G-UMA-22-1-300-A4|ZHAW
TimeXtender|0170.000-00050|G0170.000-00050|3000022111|SF-G-UMA-28-1-320-A4|ZHAW
TimeXtender|0170.000-00071|G0170.000-00071|3000022118|SF-G-UMA-16-1-210-RL6,1-A4|ZHAW
TimeXtender|0172.000-00036|G0172.000-00036|3000022125|SF-G-UMA-22-3-300-A4|ZHAW
TimeXtender|0240.050-00032|G0240.050-00032|3000022219|SCF-FPA 5S-G 11,5kN 130/190-A4  (M)|ZHAW
TimeXtender|0240.060-00006|G0240.060-00006|3000022226|SCF-FPA 5Z-G  8,0kN 190/260-A4  (L)|ZHAW
TimeXtender|0240.060-00017|G0240.060-00017|3000022233|SCF-FPA 5Z-G 34,0kN 160/210-A4  (M)|ZHAW
TimeXtender|0240.070-00005|G0240.070-00005|3000022240|SCF-FPA5AZ-G8,0kN-110/180-ar<=110 (M)|ZHAW
TimeXtender|0240.070-00012|G0240.070-00012|3000022247|SCF-FPA5AZ-G16,0kN200/260-ar<=140-A4(L)|ZHAW
TimeXtender|0240.070-00020|G0240.070-00020|3000022254|SCF-FPA5AZ-G8,0kN270/350-ar<=110-A4(XL)|ZHAW
TimeXtender|0240.080-00006|G0240.080-00006|3000022261|SCF-FPA 3-G 11,5kN 130/210-A4  (L)|ZHAW
TimeXtender|0240.110-00003|G0240.110-00003|3000022268|SCF-FPA 3-R 11,5kN -A4|ZHAW
TimeXtender|0240.170-00004|G0240.170-00004|3000022275|SCF-FPA 5-M  8,0kN  60/100-A4  (S)|ZHAW
TimeXtender|0240.170-00011|G0240.170-00011|3000022282|SCF-FPA 5-M 16,0kN 150/190-A4  (M)|ZHAW
TimeXtender|KGPOL2022|EKGPOL2022|3000020399|Kugelgelenkplatte KGP 20/22 120x120x30mm|ZHAW
TimeXtender|KP18|EKP18|3000022036|KUPPLUNG KP 18 1.4401/1.4404 40X60MM|ZHAW
TimeXtender|KP36|EKP36|3000020411|KUPPLUNG KP 36 .1.4401/1.4404 70X130MM|ZHAW
TimeXtender|M08DIN934|EM08DIN934|3000020418|SECHSKANTMUTTER M08 0,8 D, A4, DIN934|ZHAW
TimeXtender|M1210|EM1210|3000020424|Sechskantmutter M12 1,0 d, A4|ZHAW
TimeXtender|M12DIN934LINKS|EM12DIN934LINKS|3000020431|SCHKNTMTTR M12 0,8 D A4 LINKSGEW DIN 934|ZHAW
TimeXtender|M16DIN439B|EM16DIN439B|3000020437|Sechskantmutter M16 0,5 d, A4, DIN 439 B|ZHAW
TimeXtender|M2010|EM2010|3000020444|Sechskantmutter M20 1,0 d, A4|ZHAW
TimeXtender|M20DIN934LINKS|EM20DIN934LINKS|3000020451|SCHKNTMTTR M20 0,8 d A4 LINKSGEW DIN 934|ZHAW
TimeXtender|M24DIN439B|EM24DIN439B|3000020458|Sechskantmutter M24 0,5 d, A4, DIN 439 B|ZHAW
TimeXtender|BS22|EBS22|7000000475|Betonstahl B500B Ø22mm|ZROH
TimeXtender|NRR14|ENRR14|7000000572|NICHTROSTENDER RIPPENSTAHL, 1.4482 D14MM|ZROH
TimeXtender|0385.050-00009|G0385.050-00009|7000000663|GA-SA HHB-HSK M12 x  35 A4-DIN 933|ZROH
TimeXtender|906300001|C0906300001|7000000818|IROPLAST SB POLYSTYROL; 2010X1010MM|ZROH
Michel Delta|159553007|C0159553007|7000000831|PS DURA-S-SR COMPRESSION PLATE 26 S355|ZROH
Michel Delta|309510007|C0309510007|7000000856|CO ORSO-V CENTERING DOWEL Ø30X100MM|ZROH
TimeXtender|902001506|C0902001506|7000000864|BLE 1500X3000X4 1.4362|ZROH
TimeXtender|902003507|C0902003507|7000000907|BLE 158X6000X4 1.4362-STREIFEN|ZROH
TimeXtender|ARMA10|EARMA10|7000000970|ARMAFLEX SCHAUMSTOFFMANTEL 10|ZROH
TimeXtender|0507.020-00009|G0507.020-00009|7000001162|FUE-41/22- 6,05 m Kombifüllung|ZROH
Michel Delta|960000117|C0960000117|7000200610|GROUND CLAMP 600A SCREWABLE|ZROH
Michel Delta|960000124|C0960000124|7000200617|MSG BARREL WIRE EMK 8 Ø 1.2MM (SG3)|ZROH
Michel Delta|960000131|C0960000131|7000200624|PE BAGS (2550708)|ZROH
Michel Delta|960000138|C0960000138|7000200631|S4 ANTIHAFT|ZROH
Michel Delta|960000145|C0960000145|7000200638|CUTTING NOZZLE ARS 60 - 100MM|ZROH
Michel Delta|960000152|C0960000152|7000200645|QUICK RELEASE BOLT SHORT|ZROH
Michel Delta|960000159|C0960000159|7000200652|SHIELD / DEFLECTOR 45 - 85A|ZROH
Michel Delta|960000169|C0960000169|7000200659|SPLASH GUARD M18 X 1(STANDARD)|ZROH
Michel Delta|960000176|C0960000176|7000200666|CONTACT TIP Ø 1.0 M8 X 30|ZROH
Michel Delta|960000183|C0960000183|7000200673|TEFLON WIRE CONDUCTOR CHILI Ø 0.6-1.0|ZROH
TimeXtender|0240.170-00001|G0240.170-00001|3000022272|SCF-FPA 5-M  5,0kN  60/ 90-A4  (S)|ZHAW
TimeXtender|0240.170-00008|G0240.170-00008|3000022279|SCF-FPA 5-M 11,5kN 130/190-A4  (M)|ZHAW
TimeXtender|0240.170-00015|G0240.170-00015|3000022286|SCF-FPA 5-M 22,0kN 220/300-A4  (L)|ZHAW
TimeXtender|0240.170-00022|G0240.170-00022|3000022293|SCF-FPA 5-M 56,0kN 110/180-A4  (S)|ZHAW
TimeXtender|0240.170-00030|G0240.170-00030|3000022300|SCF-FPA 5-M 34,0kN 290/370-A4 (XL)|ZHAW
