CompanyCodeID;ExQLReportingEntity;LocalCurrencyID;Date;InOutID;ReportedRevenue
PL35;Sales;PLN;2024-07-31;OC;5.000,00
CZ35;Sales;CZK;2024-07-31;OC;10888.5
PL35;Operations;PLN;2024-07-31;OC;161.5
CN35;Sales;CNY;2024-07-31;OC;10414.5
ES35;Sales;EUR;2024-07-31;OC;935.6
CH35;Sales;CHF;2024-07-31;OC;4590.82
AT35;Sales;EUR;2024-07-31;IC_LEV;0
DE35;Operations;EUR;2024-07-31;IC_LEV;9697.4
DE35;Sales Int;EUR;2024-07-31;IC_LEV;0
DE35;Sales Dom;EUR;2024-07-31;IC_LEV;0
NL35;Sales;EUR;2024-07-31;IC_LEV;0
IT35;Sales;EUR;2024-07-31;IC_LEV;10.2
PL35;Sales;PLN;2024-07-31;IC_LEV;0
CZ35;Sales;CZK;2024-07-31;IC_LEV;0
PL35;Operations;PLN;2024-07-31;IC_LEV;15376.8
CN35;Sales;CNY;2024-07-31;IC_LEV;0
ES35;Sales;EUR;2024-07-31;IC_LEV;0.5
CH35;Sales;CHF;2024-07-31;IC_LEV;110.608
AT35;Sales;EUR;2024-07-31;IC_CRH;0
DE35;Operations;EUR;2024-07-31;IC_CRH;0
DE35;Sales Int;EUR;2024-07-31;IC_CRH;0
DE35;Sales Dom;EUR;2024-07-31;IC_CRH;0
NL35;Sales;EUR;2024-07-31;IC_CRH;0
IT35;Sales;EUR;2024-07-31;IC_CRH;0
PL35;Sales;PLN;2024-07-31;IC_CRH;0
CZ35;Sales;CZK;2024-07-31;IC_CRH;0
PL35;Operations;PLN;2024-07-31;IC_CRH;0
CN35;Sales;CNY;2024-07-31;IC_CRH;0
ES35;Sales;EUR;2024-07-31;IC_CRH;0
CH35;Sales;CHF;2024-07-31;IC_CRH;0
AT35;Sales;EUR;2024-08-31;OC;1050.4
DE35;Operations;EUR;2024-08-31;OC;-10
DE35;Sales Int;EUR;2024-08-31;OC;440
DE35;Sales Dom;EUR;2024-08-31;OC;6.187,00
NL35;Sales;EUR;2024-08-31;OC;1405.1
IT35;Sales;EUR;2024-08-31;OC;278.4
PL35;Sales;PLN;2024-08-31;OC;4.550,00
CZ35;Sales;CZK;2024-08-31;OC;11493.4
PL35;Operations;PLN;2024-08-31;OC;158.6
CN35;Sales;CNY;2024-08-31;OC;10414.5
ES35;Sales;EUR;2024-08-31;OC;689.4
CH35;Sales;CHF;2024-08-31;OC;3.827.353,00
AT35;Sales;EUR;2024-08-31;IC_LEV;0
DE35;Operations;EUR;2024-08-31;IC_LEV;9275.2
DE35;Sales Int;EUR;2024-08-31;IC_LEV;0
DE35;Sales Dom;EUR;2024-08-31;IC_LEV;0
NL35;Sales;EUR;2024-08-31;IC_LEV;0
IT35;Sales;EUR;2024-08-31;IC_LEV;2.7
PL35;Sales;PLN;2024-08-31;IC_LEV;0
CZ35;Sales;CZK;2024-08-31;IC_LEV;0
PL35;Operations;PLN;2024-08-31;IC_LEV;15093.7
CN35;Sales;CNY;2024-08-31;IC_LEV;0
ES35;Sales;EUR;2024-08-31;IC_LEV;0.4
CH35;Sales;CHF;2024-08-31;IC_LEV;110.608
AT35;Sales;EUR;2024-08-31;IC_CRH;0
DE35;Operations;EUR;2024-08-31;IC_CRH;0
DE35;Sales Int;EUR;2024-08-31;IC_CRH;0
DE35;Sales Dom;EUR;2024-08-31;IC_CRH;0
NL35;Sales;EUR;2024-08-31;IC_CRH;0
IT35;Sales;EUR;2024-08-31;IC_CRH;0
PL35;Sales;PLN;2024-08-31;IC_CRH;0
CZ35;Sales;CZK;2024-08-31;IC_CRH;0
PL35;Operations;PLN;2024-08-31;IC_CRH;0
CN35;Sales;CNY;2024-08-31;IC_CRH;0
ES35;Sales;EUR;2024-08-31;IC_CRH;0
CH35;Sales;CHF;2024-08-31;IC_CRH;0
AT35;Sales;EUR;2024-09-30;OC;1099.8
DE35;Operations;EUR;2024-09-30;OC;-8.8
DE35;Sales Int;EUR;2024-09-30;OC;399
DE35;Sales Dom;EUR;2024-09-30;OC;6.174,00
NL35;Sales;EUR;2024-09-30;OC;2423.5
IT35;Sales;EUR;2024-09-30;OC;985.9
PL35;Sales;PLN;2024-09-30;OC;5.000,00
CZ35;Sales;CZK;2024-09-30;OC;13308.2
PL35;Operations;PLN;2024-09-30;OC;160.2
CN35;Sales;CNY;2024-09-30;OC;10414.5
ES35;Sales;EUR;2024-09-30;OC;837.1
CH35;Sales;CHF;2024-09-30;OC;4.529.607,00
AT35;Sales;EUR;2024-09-30;IC_LEV;0
DE35;Operations;EUR;2024-09-30;IC_LEV;8.853,00
DE35;Sales Int;EUR;2024-09-30;IC_LEV;0
DE35;Sales Dom;EUR;2024-09-30;IC_LEV;0
NL35;Sales;EUR;2024-09-30;IC_LEV;0
IT35;Sales;EUR;2024-09-30;IC_LEV;9.3
PL35;Sales;PLN;2024-09-30;IC_LEV;0
CZ35;Sales;CZK;2024-09-30;IC_LEV;0
PL35;Operations;PLN;2024-09-30;IC_LEV;15252.9
CN35;Sales;CNY;2024-09-30;IC_LEV;0
ES35;Sales;;2024-09-30;IC_LEV;0.4
CH35;Sales;CHF;2024-09-30;IC_LEV;110.608
AT35;Sales;EUR;2024-09-30;IC_CRH;0
DE35;Operations;EUR;2024-09-30;IC_CRH;0
DE35;Sales Int;EUR;2024-09-30;IC_CRH;0
DE35;Sales Dom;EUR;2024-09-30;IC_CRH;0
NL35;Sales;EUR;2024-09-30;IC_CRH;0
IT35;Sales;EUR;2024-09-30;IC_CRH;0
PL35;Sales;PLN;2024-09-30;IC_CRH;0
CZ35;Sales;CZK;2024-09-30;IC_CRH;0
PL35;Operations;PLN;2024-09-30;IC_CRH;0
CN35;Sales;CNY;2024-09-30;IC_CRH;0
ES35;Sales;EUR;2024-09-30;IC_CRH;0
CH35;Sales;CHF;2024-09-30;IC_CRH;0
AT35;Sales;EUR;2024-10-31;OC;1050.1
DE35;Operations;EUR;2024-10-31;OC;-10
DE35;Sales Int;EUR;2024-10-31;OC;440
DE35;Sales Dom;EUR;2024-10-31;OC;6.685,00
NL35;Sales;EUR;2024-10-31;OC;2366.2
IT35;Sales;EUR;2024-10-31;OC;1080.2
PL35;Sales;PLN;2024-10-31;OC;5.000,00
CZ35;Sales;CZK;2024-10-31;OC;10888.5
PL35;Operations;PLN;2024-10-31;OC;169.9
CN35;Sales;CNY;2024-10-31;OC;10.286,00
ES35;Sales;EUR;2024-10-31;OC;837.1
CH35;Sales;CHF;2024-10-31;OC;4.818.333,00
AT35;Sales;EUR;2024-10-31;IC_LEV;0
DE35;Operations;EUR;2024-10-31;IC_LEV;9275.2
DE35;Sales Int;EUR;2024-10-31;IC_LEV;0
DE35;Sales Dom;EUR;2024-10-31;IC_LEV;0
NL35;Sales;EUR;2024-10-31;IC_LEV;0
IT35;Sales;EUR;2024-10-31;IC_LEV;10.2
PL35;Sales;PLN;2024-10-31;IC_LEV;0
CZ35;Sales;CZK;2024-10-31;IC_LEV;0
PL35;Operations;PLN;2024-10-31;IC_LEV;16173.1
CN35;Sales;CNY;2024-10-31;IC_LEV;0
ES35;Sales;EUR;2024-10-31;IC_LEV;0.4
CH35;Sales;CHF;2024-10-31;IC_LEV;110.608
AT35;Sales;EUR;2024-10-31;IC_CRH;0
DE35;Operations;EUR;2024-10-31;IC_CRH;0
DE35;Sales Int;EUR;2024-10-31;IC_CRH;0
DE35;Sales Dom;EUR;2024-10-31;IC_CRH;0
NL35;Sales;EUR;2024-10-31;IC_CRH;0
IT35;Sales;EUR;2024-10-31;IC_CRH;0
PL35;Sales;PLN;2024-10-31;IC_CRH;0
CZ35;Sales;CZK;2024-10-31;IC_CRH;0
PL35;Operations;PLN;2024-10-31;IC_CRH;0
CN35;Sales;CNY;2024-10-31;IC_CRH;0
ES35;Sales;EUR;2024-10-31;IC_CRH;0
CH35;Sales;CHF;2024-10-31;IC_CRH;0
AT35;Sales;EUR;2027-11-30;OC;899.9
DE35;Operations;EUR;2027-11-30;OC;-7.6
DE35;Sales Int;EUR;2027-11-30;OC;380
DE35;Sales Dom;EUR;2027-11-30;OC;5.414,00
NL35;Sales;EUR;2027-11-30;OC;2435.5
IT35;Sales;EUR;2027-11-30;OC;938.7
PL35;Sales;PLN;2027-11-30;OC;4.800,00
CZ35;Sales;CZK;2027-11-30;OC;9678.7
PL35;Operations;PLN;2027-11-30;OC;164.5
CN35;Sales;CNY;2027-11-30;OC;10414.4
ES35;Sales;EUR;2027-11-30;OC;837.1
CH35;Sales;CHF;2027-11-30;OC;3.972.566,00
AT35;Sales;EUR;2027-11-30;IC_LEV;0
DE35;Operations;EUR;2027-11-30;IC_LEV;8430.9
DE35;Sales Int;EUR;2027-11-30;IC_LEV;0
DE35;Sales Dom;EUR;2027-11-30;IC_LEV;0
NL35;Sales;EUR;2027-11-30;IC_LEV;0
IT35;Sales;EUR;2027-11-30;IC_LEV;8.9
PL35;Sales;PLN;2027-11-30;IC_LEV;0
CZ35;Sales;CZK;2027-11-30;IC_LEV;0
PL35;Operations;PLN;2027-11-30;IC_LEV;15659.9
CN35;Sales;CNY;2027-11-30;IC_LEV;0
ES35;Sales;EUR;2027-11-30;IC_LEV;0.4
CH35;Sales;CHF;2027-11-30;IC_LEV;110.608
AT35;Sales;EUR;2027-11-30;IC_CRH;0
DE35;Operations;EUR;2027-11-30;IC_CRH;0
DE35;Sales Int;EUR;2027-11-30;IC_CRH;0
DE35;Sales Dom;EUR;2027-11-30;IC_CRH;0
NL35;Sales;EUR;2027-11-30;IC_CRH;0
IT35;Sales;EUR;2027-11-30;IC_CRH;0
PL35;Sales;PLN;2027-11-30;IC_CRH;0
CZ35;Sales;CZK;2027-11-30;IC_CRH;0
PL35;Operations;PLN;2027-11-30;IC_CRH;0
CN35;Sales;CNY;2027-11-30;IC_CRH;0
ES35;Sales;EUR;2027-11-30;IC_CRH;0
CH35;Sales;CHF;2027-11-30;IC_CRH;0
AT35;Sales;EUR;2024-12-31;OC;499.5
DE35;Operations;EUR;2024-12-31;OC;0.9
DE35;Sales Int;EUR;2024-12-31;OC;270
DE35;Sales Dom;EUR;2024-12-31;OC;4.050,00
NL35;Sales;EUR;2024-12-31;OC;1572.7
IT35;Sales;EUR;2024-12-31;OC;514.2
PL35;Sales;PLN;2024-12-31;OC;3.400,00
CZ35;Sales;CZK;2024-12-31;OC;4234.4
PL35;Operations;PLN;2024-12-31;OC;101.7
CN35;Sales;CNY;2024-12-31;OC;8.623,00
ES35;Sales;EUR;2024-12-31;OC;541.6
CH35;Sales;CHF;2024-12-31;OC;1.447.825,00
AT35;Sales;EUR;2024-12-31;IC_LEV;0
DE35;Operations;EUR;2024-12-31;IC_LEV;5475.6
DE35;Sales Int;EUR;2024-12-31;IC_LEV;0
DE35;Sales Dom;EUR;2024-12-31;IC_LEV;0
NL35;Sales;EUR;2024-12-31;IC_LEV;0
IT35;Sales;EUR;2024-12-31;IC_LEV;4.9
PL35;Sales;PLN;2024-12-31;IC_LEV;0
CZ35;Sales;CZK;2024-12-31;IC_LEV;0
PL35;Operations;PLN;2024-12-31;IC_LEV;9679.1
CN35;Sales;CNY;2024-12-31;IC_LEV;0
ES35;Sales;EUR;2024-12-31;IC_LEV;0.3
CH35;Sales;CHF;2024-12-31;IC_LEV;110.608
AT35;Sales;EUR;2024-12-31;IC_CRH;0
DE35;Operations;EUR;2024-12-31;IC_CRH;0
DE35;Sales Int;EUR;2024-12-31;IC_CRH;0
DE35;Sales Dom;EUR;2024-12-31;IC_CRH;0
NL35;Sales;EUR;2024-12-31;IC_CRH;0
IT35;Sales;EUR;2024-12-31;IC_CRH;0
PL35;Sales;PLN;2024-12-31;IC_CRH;0
CZ35;Sales;CZK;2024-12-31;IC_CRH;0
PL35;Operations;PLN;2024-12-31;IC_CRH;0
CN35;Sales;CNY;2024-12-31;IC_CRH;0
ES35;Sales;EUR;2024-12-31;IC_CRH;0
CH35;Sales;CHF;2024-12-31;IC_CRH;0
