Customer,CompanyID,UniqueCustomerNumber,CustName,Parent_Name,CustSegment,CustCategory,SalesGroup,RSM,LineDisc,STATE,DateOpened,CreatedDate,LTMsales,NewHalfenCust,CSG,InsideOutside,InsideFlag,Region,CustomerPillar,Country
002038,045,045-002038,WC Parent Company,White Cap,White Cap,Distributor,House,Con-Fab,Whitecap,FL,12/14/2010,12/14/2010," 7,101,711 ",,CSG,O,,South,Other,US
001213,045,045-001213,Tindall Concrete Corp- SC,Tindall Concrete Corp,Prestress Producer,Prestress Producer,JeffMyers,Prec-Pres,PrecastA,SC,1/1/1992,11/27/2010," 2,927,618 ",,,O,,South,Precast,US
005574,045,045-005574,Tas Energy Inc,TAS Energy,,,HOUSE,con-fab,,TX,9/22/2020,9/22/2020," 2,380,575 ",,,O,,South,Other,US
000779,045,045-000779,Tindall Concrete Corp- VA,Tindall Concrete Corp,Prestress Producer,Prestress Producer,GaryPascoe,Prec-Pres,PrecastA,SC,5/10/1994,11/27/2010," 2,287,966 ",,,O,,South,Precast,US
002627,045,045-002627,WC Rental Billing,White Cap,White Cap,Distributor,House,Con-Fab,Whitecap,FL,1/20/2012,1/20/2012," 2,099,250 ",,CSG,O,,South,Other,US
001735,045,045-001735,Wc Sacramento #34,White Cap,White Cap,Distributor,DwightWeev,Con-Fab,Whitecap,CA,11/3/2004,11/27/2010," 1,995,110 ",,CSG,O,,West,Other,US
001146,045,045-001146,Tindall Concrete Corp- GA,Tindall Concrete Corp,Prestress Producer,Prestress Producer,JeffMyers,Prec-Pres,PrecastA,GA,1/1/1992,11/27/2010," 1,739,418 ",,,O,,South,Precast,US
000687,045,045-000687,WC McCarty #151, ,White Cap,Distributor,GregHolsho,Con-Fab,Whitecap,IN,8/26/2005,11/27/2010," 1,686,772 ",,CSG,O,,North,Other,US
003939,045,045-003939,WC W Phoenix #12,White Cap,White Cap,Distributor,DwightWeev,Con-Fab,Whitecap,AZ,11/14/2019,11/14/2019," 1,585,043 ",,CSG,O,,West,Other,US
000695,045,045-000695,WC Gilberts #606,White Cap,White Cap,Distributor,GregHolsho,Con-Fab,Whitecap,IL,5/5/2008,11/27/2010," 1,470,995 ",,CSG,O,,North,Other,US
002592,045,045-002592,"Ortiz Engineered Products, div. of Insteel Wire Products Co.","Ortiz Engineered Products, div. of Insteel",Rebar Fabricator- Regional,Fabricator,House,Con-Fab,Fabric A,PA,12/28/2011,12/28/2011," 1,431,811 ",,,O,,North,Other,US
000861,045,045-000861,Wc Tampa #237,White Cap,White Cap,Distributor,LoriDykes,Con-Fab,Whitecap,FL,12/27/1993,11/27/2010," 1,358,551 ",,CSG,O,,South,Other,US
001153,045,045-001153,Wc Norcross #297,White Cap,White Cap,Distributor,GregArnet,Con-Fab,Whitecap,GA,10/28/2008,11/27/2010," 1,327,252 ",,CSG,O,,South,Other,US
000964,045,045-000964,Wc Pompano Bch #236,White Cap,White Cap,Distributor,LoriDykes,Con-Fab,Whitecap,FL,2/26/1993,11/27/2010," 1,324,286 ",,CSG,O,,South,Other,US
003482,045,045-003482,WC Corona #015,White Cap,White Cap,Distributor,DwightWeev,Con-Fab,Whitecap,CA,5/2/2017,5/2/2017," 1,248,809 ",,CSG,O,,West,Other,US
001562,045,045-001562,"Oldcastle Precast Enclosure - Madera, CA",Oldcastle Precast,Oldcastle Precast,Precast,House,Prec-Pres,Oldcastle,CA,4/5/2006,11/27/2010," 1,178,492 ",,,I,-,West,Precast,US
001426,045,045-001426,CMC Rebar - Buda TX,CMC Rebar,Rebar Fabricator- National,Fabricator,GregArnet,Con-Fab,Fabric A,TX,8/18/1987,11/27/2010," 1,107,446 ",,,O,,South,Other,US
002531,045,045-002531,Wells Concrete - CO,Wells Concrete,Prestress Producer,Prestress Producer,ClintKilbo,Prec-Pres,PrecastA,CO,9/1/2011,9/1/2011," 1,089,989 ",,,O,,West,Precast,US
001508,045,045-001508,Tindall Concrete Corp - TX Div,Tindall Concrete Corp,Prestress Producer,Prestress Producer,DavidChris,Prec-Pres,PrecastA,TX,1/14/2008,11/27/2010," 981,380 ",,,O,,South,Precast,US
001108,045,045-001108,"CMC Rebar - Lawrenceville, GA",CMC Rebar,Rebar Fabricator- National,Fabricator,GregArnet,Con-Fab,Fabric A,GA,5/24/1989,11/27/2010," 943,009 ",,,O,,South,Other,US
000732,045,045-000732,Form Services Inc.,,Distributor- Regional,Distributor,EJPfab,Con-Fab,DealerATlt,MD,2/19/1993,11/27/2010," 927,441 ",,,O,,North,Other,US
002323,045,045-002323,"Oldcastle Precast - Auburn, WA",Oldcastle Precast,Oldcastle Precast,Precast,House,Prec-Pres,OLDCASTLE,WA,3/22/2011,3/22/2011," 910,552 ",,,I,-,West,Precast,US
001959,045,045-001959,Triboro Contractors Supply Corp.,Triboro Hardware Suppl,Distributor- Local,Distributor,DonFowler,Con-Fab,DealerA,NJ,10/4/1990,11/27/2010," 905,156 ",,,O,,North,Other,US
000457,045,045-000457,Oldcastle Precast - OGDEN,Oldcastle Precast,Oldcastle Precast,Precast,House,Prec-Pres,OLDCASTLE,UT,7/23/2010,11/27/2010," 899,945 ",,,I,-,West,Precast,US
001197,045,045-001197,"Harris Rebar - Benson, NC",Harris Rebar,Rebar Fabricator- National,Fabricator,GregArnet,Con-Fab,Fabric A,NC,3/14/2005,11/27/2010," 896,124 ",,,O,,South,Other,US
000691,045,045-000691,WC Kansas City #125,White Cap,White Cap,Distributor,RichBrownr,Con-Fab,Whitecap,MO,8/7/2006,11/27/2010," 822,757 ",,CSG,O,,South,Other,US
001471,045,045-001471,Napco Precast,,Prestress Producer,Prestress Producer,DavidChris,Prec-Pres,PrecastA,TX,2/6/1997,11/27/2010," 808,526 ",,,O,,South,Precast,US
001284,045,045-001284,"CMC Rebar - Dallas #2500, TX",CMC Rebar,Rebar Fabricator- National,Fabricator,KelseyWahl,Con-Fab,Fabric A,TX,9/2/1989,11/27/2010," 775,649 ",,,O,,South,Other,US
001320,045,045-001320,Oldcastle Precast - Mansfield,Oldcastle Precast,Oldcastle Precast,Precast,House,Prec-Pres,Oldcastle,TX,10/5/1993,11/27/2010," 773,945 ",,,I,-,South,Precast,US
002301,045,045-002301,Oldcastle Precast - WILSONVILLE,Oldcastle Precast,Oldcastle Precast,Precast,House,Prec-Pres,OLDCASTLE,OR,3/8/2011,3/8/2011," 761,579 ",,,I,-,West,Precast,US
001746,045,045-001746,Wc Salt Lake City #50,White Cap,White Cap,Distributor,DwightWeev,Con-Fab,Whitecap,UT,9/17/1998,11/27/2010," 750,706 ",,CSG,O,,West,Other,US
003980,045,045-003980,"Building Zone Industries, LLC-rental billing","Building Zone Industries, LLC",Regional Contractor,Contractor,House,Con-Fab,,UT,3/24/2020,3/24/2020," 747,543 ",,,O,,West,Other,US
001200,045,045-001200,"CMC Rebar - Gastonia, NC",CMC Rebar,Rebar Fabricator- National,Fabricator,GregArnet,Con-Fab,Fabric A,NC,7/17/1990,11/27/2010," 729,851 ",  ,,O,,South,Other,US
001893,045,045-001893,Engineered Devices Cor,Engineered Devices Cor,Distributor- Local,Distributor,DonFowler,Con-Fab,DealerA,NJ,3/10/1992,11/27/2010," 717,322 ",,,O,,North,Other,US
001887,045,045-001887,"Cross Country Construction, LLC","Cross Country Construction, LLC",Regional Contractor,Contractor,DonFowler,Con-Fab,DealerC,NY,10/15/2004,11/27/2010," 678,889 ",,,O,,North,Other,US
001174,045,045-001174,Wc Raleigh #218,White Cap,White Cap,Distributor,GregArnet,Con-Fab,Whitecap,NC,4/8/1992,11/27/2010," 669,517 ",,CSG,O,,South,Other,US
001961,045,045-001961,Unistress Corp,"Petricca Industries, Inc.",Prestress Producer,Prestress Producer,GaryPascoe,Prec-Pres,PrecastA,MA,3/19/1996,11/27/2010," 666,950 ",,,O,,North,Precast,US
000980,045,045-000980,Oldcastle Precast - Cape Coral,Oldcastle Precast,Oldcastle Precast,Precast,House,Prec-Pres,Oldcastle,FL,8/11/2006,11/27/2010," 658,861 ",,,I,-,South,Precast,US
001034,045,045-001034,"American Contractors Supply, LLC - Atlanta, GA parent","American Contractors Supply, LLC",Distributor- Regional,Distributor,GregArnet,Con-Fab,DealerATlt,GA,8/23/2007,11/27/2010," 642,538 ",,,O,,South,Other,US
001717,045,045-001717,Oldcastle Precast - Pleasanton,Oldcastle Precast,Oldcastle Precast,Precast,House,Prec-Pres,Oldcastle,CA,10/18/1990,11/27/2010," 623,501 ",,,I,-,West,Precast,US
004401,045,045-004401,Extech,Extech,Distributor- Regional,Distributor,DonFowler,Con-Fab,,NY,3/26/2020,3/26/2020," 609,980 ",New Halfen,,O,,North,Other,US
001436,045,045-001436,Coreslab - Cedar Park,Coreslab,Prestress Producer,Prestress Producer,DavidChris,Prec-Pres,PrecastA,TX,3/25/1988,11/27/2010," 606,947 ",,,O,,South,Precast,US
001781,045,045-001781,Wc Portland #32,White Cap,White Cap,Distributor,ScottRolu,Con-Fab,Whitecap,OR,5/10/2007,11/27/2010," 603,805 ",,CSG,O,,West,Other,US
001519,045,045-001519,Wc Houston #58,White Cap,White Cap,Distributor,GregArnet,Con-Fab,Whitecap,TX,10/11/2006,11/27/2010," 601,805 ",,CSG,O,,South,Other,US
002153,045,045-002153,WC Denver #504,White Cap,White Cap,Distributor,RichBrownr,Con-Fab,Whitecap,CO,1/4/2011,1/5/2011," 582,403 ",,CSG,O,,West,Other,US
004117,045,045-004117,Belmont University,Belmont University,Job/Other,Other,GregArnet,Con-Fab,,TN,3/26/2020,3/26/2020," 571,434 ",New Halfen,,O,,South,Other,US
000639,045,045-000639,Oldcastle Precast - Topeka,Oldcastle Precast,Oldcastle Precast,Precast,House,Prec-Pres,Oldcastle,KS,12/3/2007,11/27/2010," 562,915 ",,,I,-,South,Precast,US
001551,045,045-001551,"Jensen Precast - Fontana, CA",Jensen Precast,Utility Precast Producer,Precast,EricNesset,Prec-Pres,PrecastB,CA,2/25/1998,11/27/2010," 556,968 ",,,O,,West,Precast,US
001755,045,045-001755,Wc Las Vegas #11,White Cap,White Cap,Distributor,DwightWeev,Con-Fab,Whitecap,NV,11/13/2001,11/27/2010," 554,859 ",,CSG,O,,West,Other,US
000672,045,045-000672,WC Columbus #154,White Cap,White Cap,Distributor,GregHolsho,Con-Fab,Whitecap,OH,10/12/1996,11/27/2010," 542,695 ",,CSG,O,,North,Other,US
000724,045,045-000724,Coastal Precast Systems LLC - VA,Coastal Precast Systems LLC,Prestress Producer,Prestress Producer,GaryPascoe,Prec-Pres,PrecastC,VA,2/23/1996,11/27/2010," 539,028 ",,,O,,North,Precast,US
001780,045,045-001780,Wc Tacoma #506,White Cap,White Cap,Distributor,ScottRolu,Con-Fab,Whitecap,WA,5/10/2007,11/27/2010," 525,268 ",,CSG,O,,West,Other,US
002799,045,045-002799,Conewago Precast,Conewago Precast,Architectural Producer,Precast,GaryPascoe,Prec-Pres,PrecastA,PA,12/26/2012,12/26/2012," 521,972 ",,,O,,North,Precast,US
001269,045,045-001269,Barnsco Inc- Dallas,Georgeco Inc.,Distributor- Local,Distributor,KelseyWahl,Con-Fab,DealerB,TX,5/20/1990,11/27/2010," 513,826 ",,,O,,South,Other,US
000944,045,045-000944,"Gate Precast, Jacksonville FL",Gate Precast,Architectural Producer,Precast,JeffMyers,Prec-Pres,PrecastA,FL,1/21/1991,11/27/2010," 502,644 ",,,O,,South,Precast,US
000873,045,045-000873,Metromont Corp - Bartow,Metromont Corp,Prestress Producer,Prestress Producer,JeffMyers,Prec-Pres,PrecastB,FL,10/13/2009,11/27/2010," 494,396 ",,,O,,South,Precast,US
001716,045,045-001716,Oldcastle Precast - Fontana,Oldcastle Precast,Oldcastle Precast,Precast,House,Prec-Pres,OLDCASTLE,CA,2/11/1997,11/27/2010," 485,519 ",,,I,-,West,Precast,US
001718,045,045-001718,"Oldcastle Precast - Chandler, AZ",Oldcastle Precast,Oldcastle Precast,Precast,House,Prec-Pres,OLDCASTLE,AZ,9/11/1996,11/27/2010," 468,298 ",,,I,-,West,Precast,US
001918,045,045-001918,Klein Reinforcing Service,Klein Reinforcing Service,Rebar Fabricator- Local,Fabricator,DonFowler,Con-Fab,Fabric B,NY,3/25/1989,11/27/2010," 467,562 ",,,O,,North,Other,US
000770,045,045-000770,Oldcastle Precast - Fredericksburg,Oldcastle Precast,Oldcastle Precast,Precast,House,Prec-Pres,OLDCASTLE,VA,1/14/1992,11/27/2010," 461,503 ",,,I,-,North,Precast,US
000833,045,045-000833,Dura-Stress Inc,Dura-Stress Inc,Prestress Producer,Prestress Producer,JeffMyers,Prec-Pres,PrecastA,FL,3/4/2002,11/27/2010," 457,515 ",,,O,,South,Precast,US
001637,045,045-001637,John Latta Assc - OR,John Latta Assc,Distributor- Regional,Distributor,ScottRolu,Con-Fab,DealerATlt,OR,12/9/2004,11/27/2010," 448,646 ",,,O,,West,Other,US
001370,045,045-001370,Wc San Antonio #714,White Cap,White Cap,Distributor,GregArnet,Con-Fab,Whitecap,TX,8/4/2006,11/27/2010," 445,360 ",,CSG,O,,South,Other,US
001199,045,045-001199,"CMC Rebar - Columbia, SC",CMC Rebar,Rebar Fabricator- National,Fabricator,GregArnet,Con-Fab,Fabric A,SC,8/17/1990,11/27/2010," 442,391 ",,,O,,South,Other,US
005622,045,045-005622,DN Tanks LLC,DN Tanks LLC,,,EJPfab,Con-Fab,DealerD,MA,11/23/2020,11/23/2020," 436,413 ",,,O,,North,Other,US
001173,045,045-001173,Wc Charlotte #219,White Cap,White Cap,Distributor,GregArnet,Con-Fab,Whitecap,NC,12/15/1991,11/27/2010," 433,725 ",,CSG,O,,South,Other,US
000845,045,045-000845,"CMC Rebar - Tampa, FL",CMC Rebar,Rebar Fabricator- National,Fabricator,LoriDykes,Con-Fab,Fabric A,FL,5/4/1990,11/27/2010," 430,051 ",,,O,,South,Other,US
001711,045,045-001711,"Tpac of Phoenix, an EnCon Co.","Tpac of Phoenix, sub of EnCon",Prestress Producer,Prestress Producer,EricNesset,Prec-Pres,PrecastA,AZ,10/11/1991,11/27/2010," 426,127 ",,,O,,West,Precast,US
001855,045,045-001855,"Williams Equip & Sup - Memphis, TN",White Cap,Distributor- Regional,Distributor,GregArnet,Con-Fab,DealerB,TN,5/19/1997,11/27/2010," 425,827 ",,CSG,O,,South,Other,US
000967,045,045-000967,Wc Miami #251,White Cap,White Cap,Distributor,LoriDykes,Con-Fab,Whitecap,FL,1/10/2001,11/27/2010," 422,791 ",,CSG,O,,South,Other,US
003425,045,045-003425,Ram Tool - Orlando,Ram Tool,Distributor- Regional,Distributor,LoriDykes,Con-Fab,DealerA,FL,11/3/2016,11/3/2016," 417,801 ",,,O,,South,Other,US
000554,045,045-000554,"CMC Rebar - Kankakee, IL",CMC Rebar,Rebar Fabricator- National,Fabricator,GregHolsho,Con-Fab,Fabric A,IL,5/23/2003,11/27/2010," 413,877 ",,,O,,North,Other,US
001580,045,045-001580,Coreslab - Phoenix,Coreslab,Prestress Producer,Prestress Producer,EricNesset,Prec-Pres,PrecastA,AZ,10/11/1991,11/27/2010," 413,448 ",,,O,,West,Precast,US
004898,045,045-004898,"O'Neal Manufacturing Services, LLC",O'Neal Steel Inc.,Distributor- Regional,Distributor,GregArnet,Con-Fab,,AL,3/26/2020,3/26/2020," 405,156 ",New Halfen,,O,,South,Other,US
001105,045,045-001105,Oldcastle Precast - Newnan,Oldcastle Precast,Oldcastle Precast,Precast,House,Prec-Pres,Oldcastle,GA,2/10/2003,11/27/2010," 403,862 ",  ,,I,-,South,Precast,US
001178,045,045-001178,"CMC Rebar - Charlotte, NC",CMC Rebar,Rebar Fabricator- National,Fabricator,GregArnet,Con-Fab,Fabric A,NC,7/15/1988,11/27/2010," 402,312 ",,,O,,South,Other,US
003371,045,045-003371,WC Allentown PA #520,White Cap,White Cap,Distributor,EJPfab,Con-Fab,Whitecap50,PA,4/22/2016,4/22/2016," 391,907 ",,CSG,O,,North,Other,US
005616,045,045-005616,WC Venus #735,White Cap,White Cap,Distributor,KelseyWahl,Con-Fab,Whitecap,TX,11/20/2020,11/20/2020," 387,102 ",,CSG,O,,South,Other,US
001851,045,045-001851,Tindall Concrete Corp- MS,Tindall Concrete Corp,Prestress Producer,Prestress Producer,JeffMyers,Prec-Pres,PrecastA,SC,7/3/1997,11/27/2010," 383,541 ",,,O,,South,Precast,US
001043,045,045-001043,"CMC Rebar - Nashville, TN",CMC Rebar,Rebar Fabricator- National,Fabricator,GregArnet,Con-Fab,Fabric A,TN,10/3/2008,11/27/2010," 382,208 ",,,O,,South,Other,US
000959,045,045-000959,Wc Jacksonville #234,White Cap,White Cap,Distributor,LoriDykes,Con-Fab,Whitecap,FL,5/5/1990,11/27/2010," 377,519 ",,CSG,O,,South,Other,US
003113,045,045-003113,Kerkstra Precast Inc,Kerkstra Precast Inc,Prestress Producer,Prestress Producer,NickFain,Prec-Pres,PrecastA,MI,6/13/2014,6/13/2014," 369,382 ",,,O,,North,Precast,US
002464,045,045-002464,Oldcastle Precast - STOCKTON,Oldcastle Precast,Oldcastle Precast,Precast,House,Prec-Pres,Oldcastle,CA,6/14/2011,6/14/2011," 368,915 ",,,I,-,West,Precast,US
003581,045,045-003581,South Coast Steel Service Inc.,South Coast Steel Service Inc.,Distributor- Local,Distributor,DwightWeev,Con-Fab,DealerA,CA,2/23/2018,2/23/2018," 367,938 ",,,O,,West,Other,US
001805,045,045-001805,C.A.S.C.O. Inc.,C.A.S.C.O. Inc.,Distributor- Local,Distributor,GregArnet,Con-Fab,DealerB,LA,6/10/1988,11/27/2010," 364,084 ",,,O,,South,Other,US
003103,045,045-003103,"Grade Industrial Supply, LLC","Grade Industrial Supply, LLC",Distributor- Local,Distributor,DonFowler,Con-Fab,DealerA,NY,5/27/2014,5/27/2014," 361,239 ",,,O,,North,Other,US
005458,045,045-005458,C.G. Schmidt Inc.,C.G. Schmidt Inc.,Regional Contractor,Contractor,RichBrownr,Con-Fab,,WI,4/10/2020,4/10/2020," 360,307 ",,,O,,North,Other,US
000583,045,045-000583,Contractors Material,Contractors Material,Distributor- Regional,Distributor,GregHolsho,Con-Fab,DealerB,OH,7/9/2003,11/27/2010," 358,266 ",,,O,,North,Other,US
001812,045,045-001812,CMC Construction Matl - LA # 44,CMC Construction,Rebar Fabricator- National,Fabricator,GregArnet,Con-Fab,DealerATlt,LA,2/15/1990,11/27/2010," 351,056 ",,,O,,South,Other,US
002858,045,045-002858,Metromont Corp - Hiram,Metromont Corp,Prestress Producer,Prestress Producer,JeffMyers,Prec-Pres,PrecastB,GA,4/3/2013,4/3/2013," 349,342 ",,,O,,South,Precast,US
004059,045,045-004059,"Antamex Industries, LLC","Antamex Industries, LLC",Glazing contractor,Contractor,GregHolsho,Con-Fab,,ON,3/26/2020,3/26/2020," 348,644 ",New Halfen,,O,,West,Other,CA
002730,045,045-002730,Brock White Canada Co LLC,White Cap,Distributor- Regional,Distributor,ScottRolu,Con-Fab,DealerATlt,BC,8/22/2012,8/22/2012," 346,607 ",,CSG,O,,West,Other,CA
000415,045,045-000415,Wells Concrete- MN,Wells Concrete,Prestress Producer,Prestress Producer,NickFain,Prec-Pres,PrecastA,MN,3/15/2010,11/27/2010," 343,538 ",,,O,,North,Precast,US
001438,045,045-001438,"CMC Rebar - San Antonio #2195, TX",CMC Rebar,Rebar Fabricator- National,Fabricator,GregArnet,Con-Fab,Fabric A,TX,5/10/1991,11/27/2010," 339,422 ",,,O,,South,Other,US
001131,045,045-001131,Oldcastle Precast - STONE MOUNTAIN,Oldcastle Precast,Oldcastle Precast,Precast,House,Prec-Pres,Oldcastle,GA,7/10/1989,11/27/2010," 336,948 ",,,I,-,South,Precast,US
003074,045,045-003074,Form Services - rental billing,Form Services Inc.,Distributor- Regional,Distributor,House,Con-Fab,,MD,4/3/2014,4/3/2014," 335,397 ",,,O,,North,Other,US
100064,045,045-100064,Oldcastle Precast -  Bellingham formerly Granite Precast,Oldcastle,Utility Precast Producer,Precast,House,Prec-Pres,Oldcastle,WA,1/1/1900,10/27/2012," 332,117 ",,,I,-,West,Precast,US
000668,045,045-000668,WC Cleveland #156,White Cap,White Cap,Distributor,GregHolsho,Con-Fab,Whitecap,OH,7/10/2004,11/27/2010," 331,505 ",,CSG,O,,North,Other,US
001328,045,045-001328,"Maxwell Supply - OK City, OK","Maxwell Supply - OK City, OK",Distributor- Regional,Distributor,KelseyWahl,Con-Fab,DealerATlt,OK,3/10/1993,11/27/2010," 326,909 ",,,O,,South,Other,US
001070,045,045-001070,"CMC Rebar - Nashville South, TN",CMC Rebar,Rebar Fabricator- National,Fabricator,GregArnet,Con-Fab,Fabric A,TN,10/14/1989,11/27/2010," 325,868 ",,,O,,South,Other,US
005550,045,045-005550,Clarity Architectural Products,Clarity Architectural Products,,,GregHolsho,Con-Fab,,ON,8/19/2020,8/19/2020," 325,364 ",,,O,,West,Other,CA
002122,045,045-002122,WC Baltimore #211,White Cap,White Cap,Distributor,EJPfab,Con-Fab,Whitecap,MD,12/29/2010,12/29/2010," 324,766 ",,CSG,O,,North,Other,US
001160,045,045-001160,WC Charlotte NC #197,White Cap,White Cap,Distributor,GregArnet,Con-Fab,DealerATlt,NC,6/17/2008,11/27/2010," 324,233 ",,CSG,O,,South,Other,US
001420,045,045-001420,"CMC Construction - Pharr #06, TX",CMC Construction,Rebar Fabricator- National,Fabricator,GregArnet,Con-Fab,Fabric A,TX,2/11/2008,11/27/2010," 323,664 ",,,O,,South,Other,US
000430,045,045-000430,Oldcastle Infrastructure - TELFORD,Oldcastle Precast,Oldcastle Precast,Precast,House,Prec-Pres,Oldcastle,PA,5/11/2010,11/27/2010," 315,009 ",,,I,-,North,Precast,US
001751,045,045-001751,Wc Colorado Springs #45,White Cap,White Cap,Distributor,RichBrownr,Con-Fab,Whitecap,CO,9/12/2003,11/27/2010," 309,757 ",,CSG,O,,West,Other,US
001663,045,045-001663,Oldcastle Precast - Littleton,Oldcastle Precast,Oldcastle Precast,Precast,House,Prec-Pres,OLDCASTLE,CO,4/21/2009,11/27/2010," 308,232 ",,,I,-,West,Precast,US
003875,045,045-003875,Oldcastle Precast - Elgin IL,Oldcastle Precast,Oldcastle Precast,Precast,House,Prec-Pres,Oldcastle,IL,4/23/2019,4/23/2019," 302,845 ",,,I,-,North,Precast,US
001581,045,045-001581,Coreslab - Albuquerque,Coreslab,Prestress Producer,Prestress Producer,DavidChris,Prec-Pres,PrecastA,NM,1/14/2005,11/27/2010," 298,936 ",,,O,,West,Precast,US
001231,045,045-001231,Oldcastle Precast - Raleigh,Oldcastle Precast,Oldcastle Precast,Precast,House,Prec-Pres,Oldcastle,NC,9/18/2006,11/27/2010," 297,818 ",,,I,-,South,Precast,US
003379,045,045-003379,OLDCASTLE PRECAST - LAKESIDE,Oldcastle Precast,Oldcastle Precast,Precast,House,Prec-Pres,Oldcastle,CA,5/6/2016,5/6/2016," 292,777 ",,,I,-,West,Precast,US
001491,045,045-001491,"CMC Construction - Houston #51, TX",CMC Construction,Rebar Fabricator- National,Fabricator,GregArnet,Con-Fab,DealerATlt,TX,9/28/1993,11/27/2010," 292,144 ",,,O,,South,Other,US
000855,045,045-000855,Wc Lakeland #249,White Cap,White Cap,Distributor,LoriDykes,Con-Fab,Whitecap,FL,11/15/1990,11/27/2010," 291,442 ",,CSG,O,,South,Other,US
001057,045,045-001057,CM - DORAVILLE,White Cap,Distributor- Regional,Distributor,GregArnet,Con-Fab,DealerA,AL,11/1/2007,11/27/2010," 286,825 ",,CSG,O,,South,Other,US
003478,045,045-003478,Byer Steel Rebar Inc. sub. of Byer Steel,Byer Steel Inc.,Rebar Fabricator- Local,Fabricator,GregHolsho,Con-Fab,Fabric A,OH,4/21/2017,4/21/2017," 285,918 ",,,O,,North,Other,US
001969,045,045-001969,William E. Dailey Inc,William E. Dailey Inc,Prestress Producer,Prestress Producer,GaryPascoe,Prec-Pres,PrecastA,VT,3/6/1996,11/27/2010," 280,812 ",,,O,,North,Precast,US
003656,045,045-003656,"Volunteer Rebar, LLC","Volunteer Rebar, LLC",Rebar Fabricator- Local,Fabricator,GregArnet,Con-Fab,Fabric A,TN,10/9/2018,10/9/2018," 273,852 ",,,O,,South,Other,US
002964,045,045-002964,Williams Equip & Sup - Rental Billing,White Cap,Distributor- Regional,Distributor,House,Con-Fab,,MS,10/2/2013,10/2/2013," 272,349 ",,CSG,O,,South,Other,US
005386,045,045-005386,Wurtec Elevator Products,Wurtec Elevator Products,Distributor - National,Distributor,GregHolsho,Con-Fab,,OH,3/26/2020,3/26/2020," 267,607 ",New Halfen,,O,,North,Other,US
002332,045,045-002332,WC Nashville #853,White Cap,White Cap,Distributor,GregArnet,Con-Fab,Whitecap,TN,3/24/2011,3/24/2011," 267,580 ",,CSG,O,,South,Other,US
003358,045,045-003358,"4-S Mfg. Texas LLC, dba East Texas Precast","4-S Mfg. Texas LLC, dba East Texas Precast",Utility Precast Producer,Precast,DavidChris,Prec-Pres,PrecastB,TX,3/18/2016,3/18/2016," 265,413 ",,,O,,South,Precast,US
001100,045,045-001100,Metromont Corp - Greenville,Metromont Corp,Prestress Producer,Prestress Producer,JeffMyers,Prec-Pres,PrecastB,SC,1/7/2003,11/27/2010," 263,510 ",,,O,,South,Precast,US
000890,045,045-000890,Coreslab - Tampa,Coreslab,Prestress Producer,Prestress Producer,JeffMyers,Prec-Pres,PrecastA,FL,6/29/1992,11/27/2010," 262,046 ",,,O,,South,Precast,US
005096,045,045-005096,Siemens Mobility Inc.,Siemens Mobility Inc.,Job/Other,Other,DwightWeev,Con-Fab,,OR,3/26/2020,3/26/2020," 261,837 ",New Halfen,,O,,West,Other,US
000856,045,045-000856,Wc Orlando #235,White Cap,White Cap,Distributor,LoriDykes,Con-Fab,Whitecap,FL,11/15/1990,11/27/2010," 261,697 ",,CSG,O,,South,Other,US
003102,045,045-003102,Ram Tool - Rental Billing,Ram Tool,Distributor- Regional,Distributor,House,Con-Fab,,AL,5/22/2014,5/22/2014," 258,511 ",,,O,,South,Other,US
001399,045,045-001399,Wc Dallas #777,White Cap,White Cap,Distributor,KelseyWahl,Con-Fab,Whitecap,TX,1/9/2009,11/27/2010," 254,986 ",,CSG,O,,South,Other,US
001080,045,045-001080,"Forterra Bldg. Products - Pelham, AL",Forterra Bldg. Products,Prestress Producer,Prestress Producer,JeffMyers,Prec-Pres,PrecastA,AL,1/23/2007,11/27/2010," 246,540 ",,,O,,South,Precast,US
001773,045,045-001773,Wc Stockton #66,White Cap,White Cap,Distributor,DwightWeev,Con-Fab,Whitecap,CA,5/8/2006,11/27/2010," 245,541 ",,CSG,O,,West,Other,US
003331,045,045-003331,"CMC Rebar - Cincinnati, OH",CMC Rebar,Rebar Fabricator- National,Fabricator,GregHolsho,Con-Fab,Fabric A,OH,12/3/2015,12/3/2015," 244,471 ",,,O,,North,Other,US
000737,045,045-000737,Wc Hyattsville #207,White Cap,White Cap,Distributor,EJPfab,Con-Fab,Whitecap,MD,1/1/1992,11/27/2010," 244,462 ",,CSG,O,,North,Other,US
100015,045,045-100015,Arrowhead Precast,Napco Precast,Prestress Producer,Prestress Producer,DavidChris,Prec-Pres,PrecastA,OK,1/1/1900,10/27/2012," 242,058 ",,,O,,South,Precast,US
001119,045,045-001119,Ram Tool - Nashville,Ram Tool,Distributor- Regional,Distributor,GregArnet,Con-Fab,DealerA,TN,10/4/2005,11/27/2010," 241,669 ",,,O,,South,Other,US
002929,045,045-002929,Contech Engineered Solutions,Contech Engineered Solutions,Utility Precast Producer,Precast,NickFain,Prec-Pres,PrecastA,OH,8/22/2013,8/22/2013," 241,173 ",,,O,,North,Precast,US
003329,045,045-003329,Bristol Group Inc.,Bristol Group Inc.,Architectural Producer,Precast,NickFain,Prec-Pres,PrecastA,KY,11/20/2015,11/20/2015," 237,346 ",,,O,,North,Precast,US
