Customer,CompanyID,UniqueCustomerNumber,CustName,Parent_Name,CustSegment,CustCategory,SalesGroup,RSM,LineDisc,STATE,DateOpened,CreatedDate,LTMsales,NewHalfenCust,CSG,InsideOutside,InsideFlag,Region,CustomerPillar,Country
004087,045,045-004087,Austin Commercial LP,,Regional Contractor,Contractor,BrinFrazie,Con-Fab,,TX,3/26/2020,3/26/2020, -   ,New Halfen,,O,,South,Other,US
004090,045,045-004090,Avenue Fabricating Inc,,Regional Contractor,Contractor,GregHolsho,Con-Fab,,OH,3/26/2020,3/26/2020, -   ,New Halfen,,O,,North,Other,US
003096,045,045-003096,B & G Equip & Supp. LLC,B & G Equip & Supp. LLC,Distributor- Local,Distributor,LoriDykes,Con-Fab,DealerD,FL,5/14/2014,5/14/2014, -   ,,,O,,South,Other,US
004095,045,045-004095,Baker (Ft. Lauderdale),,Regional Contractor,Contractor,LoriDykes,Con-Fab,,FL,3/26/2020,3/26/2020, -   ,New Halfen,,O,,South,Other,US
004096,045,045-004096,Baker Concrete - Littleton,Baker Concrete,National Contractor,Contractor,RichBrownr,Con-Fab,,OH,3/26/2020,3/26/2020, -   ,New Halfen,,O,,North,Other,US
004097,045,045-004097,Baker Concrete (FL),,National Contractor,Contractor,LoriDykes,Con-Fab,,FL,3/26/2020,3/26/2020, -   ,New Halfen,,O,,South,Other,US
004099,045,045-004099,Balfour Beatty Construction Group Inc,Balfour Beatty Construction Group Inc,National Contractor,Contractor,ScottRolu,Con-Fab,,OR,3/26/2020,3/26/2020, -   ,New Halfen,,O,,West,Other,US
000739,045,045-000739,"Barker Steel Llc -  Bethlehem, PA",Harris Rebar,Rebar Fabricator- Regional,Fabricator,DonFowler,Con-Fab,Fabric A,PA,2/17/1999,11/27/2010, -   ,,,O,,North,Other,US
001163,045,045-001163,Barnsco - MI,Barnsco,Rebar Fabricator- Local,Fabricator,GregHolsho,Con-Fab,Fabric B,TX,8/3/1995,11/27/2010, -   ,,,O,,South,Other,US
001099,045,045-001099,Barrier Cable Inc,Barrier Cable Inc,Rebar Fabricator- Local,Fabricator,GregArnet,Con-Fab,Other,AL,2/14/2005,11/27/2010, -   ,,,O,,South,Other,US
004103,045,045-004103,Bartlett Cocke General Contractors,,Regional Contractor,Contractor,BrinFrazie,Con-Fab,,TX,3/26/2020,3/26/2020, -   ,New Halfen,,O,,South,Other,US
004104,045,045-004104,Basden Steel Corp,,Rebar Fabricator- Regional,Fabricator,BrinFrazie,Con-Fab,,TX,3/26/2020,3/26/2020, -   ,New Halfen,,O,,South,Other,US
003062,045,045-003062,Bass Precast Erecting Inc,Bass Precast,Concrete Erector Tilt/Precast,Precast,JeffMyers,Prec-Pres,PrecastD,GA,3/14/2014,3/14/2014, -   ,,,O,,South,Precast,US
004107,045,045-004107,Bay State Building Specialities,,Regional Contractor,Contractor,EJPfab,Con-Fab,,MA,3/26/2020,3/26/2020, -   ,New Halfen,,O,,North,Other,US
001407,045,045-001407,Bayou Forming,Bayou Forming,Distributor- Local,Distributor,BrinFrazie,Con-Fab,DealerD,TX,1/5/1991,11/27/2010, -   ,,,O,,South,Other,US
000716,045,045-000716,Bayshore Concrete,Bayshore Concrete,Prestress Producer,Prestress Producer,GaryPascoe,Prec-Pres,PrecastD,VA,5/11/2000,11/27/2010, -   ,,,O,,North,Precast,US
004108,045,045-004108,"BDH Development, LLC",,Regional Contractor,Contractor,EJPfab,Con-Fab,,PA,3/26/2020,3/26/2020, -   ,New Halfen,,O,,North,Other,US
004109,045,045-004109,BDI,BDI,Distributor- Local,Distributor,GregHolsho,Con-Fab,,OH,3/26/2020,3/26/2020, -   ,New Halfen,,O,,North,Other,US
004111,045,045-004111,Bearing Contracting LLC,,Regional Contractor,Contractor,EJPfab,Con-Fab,,VA,3/26/2020,3/26/2020, -   ,New Halfen,,O,,North,Other,US
004114,045,045-004114,Beck Steel Inc.,Beck Steel Inc.,Rebar Fabricator- Regional,Fabricator,BrinFrazie,Con-Fab,,TX,3/26/2020,3/26/2020, -   ,New Halfen,,O,,South,Other,US
001545,045,045-001545,Bellingham Marine Ind.,Bellingham Marine Ind.,Utility Precast Producer,Precast,ClintKilbo,Prec-Pres,PrecastB,WA,5/18/1992,11/27/2010, -   ,,,O,,West,Precast,US
006055,045,045-006055,Benefield Masonry Contractor,,Masonry Contractor,Contractor,GregArnet,con-fab,,MS,10/6/2021,10/6/2021, -   ,,,O,,South,Other,US
005423,045,045-005423,Ben-Mar Construction,Ben-Mar Construction,Regional Contractor,Contractor,DonFowler,Con-Fab,,NJ,4/2/2020,4/2/2020, -   ,,,O,,North,Other,US
000923,045,045-000923,Bernies Tool & Fasten.,Bernies Tool & Fasten.,Distributor- Local,Distributor,LoriDykes,Con-Fab,DealerD,FL,6/11/1992,11/27/2010, -   ,,,O,,South,Other,US
100021,045,045-100021,Beton Bolduc Inc.,Beton Bolduc Inc.,Utility Precast Producer,Precast,GaryPascoe,Prec-Pres,,QC,1/1/1900,10/27/2012, -   ,,,O,,North,Precast,CA
100022,045,045-100022,Beton Provincial,Beton Provincial,Utility Precast Producer,Precast,GaryPascoe,Prec-Pres,,QC,1/1/1900,10/27/2012, -   ,,,O,,North,Precast,CA
002871,045,045-002871,BEXAR CONCRETE WORKS,BEXAR CONCRETE WORKS,Prestress Producer,Prestress Producer,DavidChris,Prec-Pres,PrecastD,TX,4/24/2013,4/24/2013, -   ,,,O,,South,Precast,US
005958,045,045-005958,BGL Contractors Corp,BGL Contractors Corp,Distributor- Local,Distributor,GregHolsho,,,ON,8/17/2021,8/17/2021, -   ,,,O,,West,Other,CA
004123,045,045-004123,Bielski Services Inc,,Helifix,Contractor,DwightWeev,Con-Fab,,CA,3/26/2020,3/26/2020, -   ,New Halfen,,O,,West,Other,US
003889,045,045-003889,"Big R Manufacturing, LLC",Contech Engineered Solutions,Architectural Producer,Precast,ClintKilbo,Prec-Pres,PrecastD,CO,5/17/2019,5/17/2019, -   ,,,O,,West,Precast,US
002782,045,045-002782,BILCO WIRE ROPE CORP,BILCO WIRE ROPE CORP,Distributor- Local,Distributor,DonFowler,Con-Fab,DealerD,NJ,12/5/2012,12/5/2012, -   ,,,O,,North,Other,US
004127,045,045-004127,Bird Construction,,Regional Contractor,Contractor,ScottRolu,Con-Fab,,BC,3/26/2020,3/26/2020, -   ,New Halfen,,O,,West,Other,CA
004129,045,045-004129,Bi-State Masonry Inc.,Bi-State Masonry Inc.,Masonry Contractor,Contractor,GregHolsho,Con-Fab,,IL,3/26/2020,3/26/2020, -   ,New Halfen,,O,,North,Other,US
004131,045,045-004131,"Bleichert, Inc",,Job/Other,Other,GregHolsho,Con-Fab,,MI,3/26/2020,3/26/2020, -   ,New Halfen,,O,,North,Other,US
004133,045,045-004133,BLU54,,Distributor - National,Distributor,RichBrownr,Con-Fab,,MN,3/26/2020,3/26/2020, -   ,New Halfen,,O,,North,Other,US
000718,045,045-000718,"BMG Metals, Inc. dba B & R Rebar","BMG Metals, Inc. dba B & R Rebar",Rebar Fabricator- Local,Fabricator,EJPfab,Con-Fab,FabricD,VA,1/15/1990,11/27/2010, -   ,,,O,,North,Other,US
005494,045,045-005494,Boatner Construction Co. Inc.,Boatner Construction Co. Inc.,Regional Contractor,Contractor,GregArnet,Con-Fab,,AL,5/20/2020,5/20/2020, -   ,,,O,,South,Other,US
000487,045,045-000487,Boomer Company The,Boomer Company The,Distributor- Local,Distributor,GregHolsho,Con-Fab,DealerD,MI,2/26/2004,11/27/2010, -   ,  ,,O,,North,Other,US
005854,045,045-005854,Boulons Eclair,Boulons Eclair,Distributor- Regional,Distributor,GregHolsho,con-fab,,QC,6/17/2021,6/17/2021, -   ,,,O,,North,Other,CA
004143,045,045-004143,Bowen & Watson Inc,,Regional Contractor,Contractor,GregArnet,Con-Fab,,GA,3/26/2020,3/26/2020, -   ,New Halfen,,O,,South,Other,US
000571,045,045-000571,Bracing Systems Inc,Bracing Systems Inc,Distributor- Local,Distributor,GregHolsho,Con-Fab,DealerD,IL,10/12/1996,11/27/2010, -   ,,,O,,North,Other,US
006028,045,045-006028,Brasfield & Gorrie,,Masonry Contractor,Contractor,GregArnet,con-fab,,GA,9/16/2021,9/16/2021, -   ,,,O,,South,Other,US
004146,045,045-004146,Bratton Masonry Inc.,,Masonry Contractor,Contractor,ScottRolu,Con-Fab,,WA,3/26/2020,3/26/2020, -   ,New Halfen,,O,,West,Other,US
004147,045,045-004147,"Bratton Steel, LP",,Rebar Fabricator- Regional,Fabricator,BrinFrazie,Con-Fab,,TX,3/26/2020,3/26/2020, -   ,New Halfen,,O,,South,Other,US
004148,045,045-004148,Brazeal Masonry,,Masonry Contractor,Contractor,BrinFrazie,Con-Fab,,OK,3/26/2020,3/26/2020, -   ,New Halfen,,O,,South,Other,US
004149,045,045-004149,Bremik Construction Inc,,Regional Contractor,Contractor,ScottRolu,Con-Fab,,OR,3/26/2020,3/26/2020, -   ,New Halfen,,O,,West,Other,US
003534,045,045-003534,"Bridge Builder Rental & Supplies, LLC","Bridge Builder Rental & Supplies, LLC",Job/Other,Other,LoriDykes,Con-Fab,,FL,10/19/2017,10/19/2017, -   ,,,O,,South,Other,US
004152,045,045-004152,"Bright Masonry, Inc.",Bright Masonry,Masonry Contractor,Contractor,EJPfab,Con-Fab,,VA,3/26/2020,3/26/2020, -   ,New Halfen,,O,,North,Other,US
003556,045,045-003556,Brock White Rental Billing,White Cap,Distributor- Regional,Distributor,House,Con-Fab,,BC,1/11/2018,1/11/2018, -   ,,CSG,O,,West,Other,CA
005440,045,045-005440,Brodie Contractors,Brodie Contractors,Masonry Contractor,Contractor,GregArnet,Con-Fab,,NC,4/3/2020,4/3/2020, -   ,,,O,,South,Other,US
005030,045,045-005030,Brown Brothers Waterproofing,,Regional Contractor,Contractor,DwightWeev,Con-Fab,,,3/26/2020,3/26/2020, -   ,New Halfen,,O,,,Other,
004158,045,045-004158,Bruce Popkin,,Regional Contractor,Contractor,DonFowler,Con-Fab,,NY,3/26/2020,3/26/2020, -   ,New Halfen,,O,,North,Other,US
005711,045,045-005711,Build Smart,,Regional Contractor,Contractor,DonFowler,con-fab,,NY,4/19/2021,4/19/2021, -   ,,,O,,North,Other,US
001383,045,045-001383,Builders Rebar Inc.,Builders Rebar Inc.,Distributor- Local,Distributor,RichBrownr,Con-Fab,,MO,8/8/1990,11/27/2010, -   ,,,O,,South,Other,US
004163,045,045-004163,Builders Steel Co.,,Regional Contractor,Contractor,RichBrownr,Con-Fab,,MO,3/26/2020,3/26/2020, -   ,New Halfen,,O,,South,Other,US
000722,045,045-000722,BuilderUp LLC div. of Chaney Enterprises,Chaney Enterprises,Distributor- Local,Distributor,EJPfab,Con-Fab,DealerD,MD,1/21/1992,11/27/2010, -   ,,,O,,North,Other,US
003584,045,045-003584,Building Erection Services Co.,Building Erection Services Co.,Concrete Erector Tilt/Precast,Precast,NickFain,Prec-Pres,PrecastD,MO,3/5/2018,3/5/2018, -   ,,,O,,South,Precast,US
004166,045,045-004166,Bunting Graphics,Bunting Graphics,Regional Contractor,Contractor,EJPfab,Con-Fab,,PA,3/26/2020,3/26/2020, -   ,New Halfen,,O,,North,Other,US
004172,045,045-004172,"C.A. Lindman,Inc","C.A. Lindman,Inc",Regional Contractor,Contractor,EJPfab,Con-Fab,,MD,3/26/2020,3/26/2020, -   ,New Halfen,,O,,North,Other,US
001573,045,045-001573,C.M. Supply dba Con-Mat Supply,C.M. Supply dba Con-Mat Supply,Distributor- Local,Distributor,ScottRolu,Con-Fab,DealerD,MT,4/14/2004,11/27/2010, -   ,,,O,,West,Other,US
004175,045,045-004175,Cadre,Cadre,Regional Contractor,Contractor,RichBrownr,Con-Fab,,CO,3/26/2020,3/26/2020, -   ,New Halfen,,O,,West,Other,US
003960,045,045-003960,CalCo Industries LLC,CalCo Industries LLC,Distributor- Local,Distributor,GregHolsho,Con-Fab,DealerD,OH,2/7/2020,2/7/2020, -   ,,,O,,North,Other,US
002401,045,045-002401,CALIFORNIA SHEET METAL,,,,DwightWeev,con-fab,,CA,5/6/2011,5/6/2011, -   ,,,O,,West,Other,US
006047,045,045-006047,"Camarata Masonry Systems, Ltd.",,Masonry Contractor,Contractor,GregArnet,con-fab,,TX,10/4/2021,10/4/2021, -   ,,,O,,South,Other,US
004179,045,045-004179,"Camco Fab, LLC",,Regional Contractor,Contractor,GregHolsho,Con-Fab,,MI,3/26/2020,3/26/2020, -   ,New Halfen,,O,,North,Other,US
004180,045,045-004180,Canadian Stebbins,,Masonry Contractor,Contractor,GregHolsho,Con-Fab,,ON,3/26/2020,3/26/2020, -   ,New Halfen,,O,,West,Other,CA
005526,045,045-005526,"Candor Industrial Supply, Inc.","Candor Industrial Supply, Inc.",Distributor- Local,Distributor,DwightWeev,Con-Fab,DealerD,CA,7/10/2020,7/10/2020, -   ,,,O,,West,Other,US
004184,045,045-004184,Capilano Glass 2000 LTD,,Glazing Contractor,Contractor,ScottRolu,Con-Fab,,AB,3/26/2020,3/26/2020, -   ,New Halfen,,O,,West,Other,CA
004189,045,045-004189,Cardinal CG,,Glazing Contractor,Contractor,RichBrownr,Con-Fab,,MN,3/26/2020,3/26/2020, -   ,New Halfen,,O,,North,Other,US
004190,045,045-004190,Caretti Inc,,Masonry Contractor,Contractor,EJPfab,Con-Fab,,PA,3/26/2020,3/26/2020, -   ,New Halfen,,O,,North,Other,US
004193,045,045-004193,Carmicle Masonry,,Masonry Contractor,Contractor,GregHolsho,Con-Fab,,KY,3/26/2020,3/26/2020, -   ,New Halfen,,O,,North,Other,US
005034,045,045-005034,Carolina Machine Works,,Regional Contractor,Contractor,GregArnet,Con-Fab,,,3/26/2020,3/26/2020, -   ,New Halfen,,O,,,Other,
004196,045,045-004196,Carrara Marble Co.,,Regional Contractor,Contractor,DwightWeev,Con-Fab,,CA,3/26/2020,3/26/2020, -   ,New Halfen,,O,,West,Other,US
002662,045,045-002662,Carroll Dist & Const Sup - Frankfort,Carroll Construction Supply,Distributor- Regional,Distributor,GregHolsho,Con-Fab,DealerB,IL,3/26/2012,3/26/2012, -   ,,,O,,North,Other,US
002665,045,045-002665,"Carroll Dist & Const Sup - Merrillville, IN",Carroll Construction Supply,Distributor- Regional,Distributor,GregHolsho,Con-Fab,DealerB,IN,3/26/2012,3/26/2012, -   ,,,O,,North,Other,US
003481,045,045-003481,"Carter-Waters Corp - Springfield, IL",White Cap,Distributor- Regional,Distributor,GregHolsho,Con-Fab,DealerA,IL,5/1/2017,5/1/2017, -   ,,CSG,O,,North,Other,US
003589,045,045-003589,Carter-Waters Corp - Washington MO,White Cap,Distributor- Regional,Distributor,RichBrownr,Con-Fab,DealerA,MO,3/27/2018,3/27/2018, -   ,,CSG,O,,South,Other,US
005947,045,045-005947,Catenary Construction Corp,Catenary Construction Corp,Masonry Contractor,Contractor,DonFowler,con-fab,,NY,8/10/2021,8/10/2021, -   ,,,O,,North,Other,US
005735,045,045-005735,CB Contracting Inc,,Rebar Fabricator- Local,Fabricator,DonFowler,con-fab,,NY,4/27/2021,4/27/2021, -   ,,,O,,North,Other,US
004203,045,045-004203,CBOL,CBOL Corporation,Distributor- Local,Distributor,DwightWeev,con-fab,,CA,3/26/2020,3/26/2020, -   ,New Halfen,,O,,West,Other,US
005852,045,045-005852,CED/Efengee Electrical Supply,CED/Efengee Electrical Supply,Distributor- Regional,Distributor,GregHolsho,con-fab,,IL,6/17/2021,6/17/2021, -   ,,,O,,North,Other,US
004208,045,045-004208,Celanese Acetate,,Job/Other,Other,BrinFrazie,Con-Fab,,TX,3/26/2020,3/26/2020, -   ,New Halfen,,O,,South,Other,US
001791,045,045-001791,"Cemetery Services Group, Inc.","Cemetery Services Group, Inc.",Distributor- Local,Distributor,GregArnet,Con-Fab,DealerD,LA,4/2/1992,11/27/2010, -   ,,,O,,South,Other,US
002770,045,045-002770,Central Concrete Accessories,Central Concrete Accessories,Distributor- Local,Distributor,ScottRolu,Con-Fab,DealerC,BC,11/9/2012,11/9/2012, -   ,,,O,,West,Other,CA
002574,045,045-002574,Central Concrete Supply,CENTRAL CONCRETE SUPPLY,Distributor- Local,Distributor,DwightWeev,Con-Fab,DealerD,CA,11/15/2011,11/15/2011, -   ,,,O,,West,Other,US
004210,045,045-004210,Central Conveyor Company,Central Conveyor Company,Job/Other,Other,GregHolsho,Con-Fab,,MI,3/26/2020,3/26/2020, -   ,New Halfen,,O,,North,Other,US
004211,045,045-004211,Central Metals Inc,,Rebar Fabricator- Local,Fabricator,DonFowler,Con-Fab,,NJ,3/26/2020,3/26/2020, -   ,New Halfen,,O,,North,Other,US
000721,045,045-000721,"Central Supply Co., an Oldcastle Materials Co.",Central Supply Co.,Distributor- Local,Distributor,EJPfab,Con-Fab,Other,WV,5/27/1998,11/27/2010, -   ,,,I,-,North,Other,US
100036,045,045-100036,Central Texas Precast,Central Texas Precast,Job/Other,Other,DavidChris,Prec-Pres,,TX,1/1/1900,10/27/2012, -   ,,,O,,South,Other,US
004213,045,045-004213,Centura Building Systems,Centura Building Systems,Architectural Producer,Precast,ScottRolu,Con-Fab,,BC,3/26/2020,3/26/2020, -   ,New Halfen,,O,,West,Precast,CA
001807,045,045-001807,Century Precast,Century Precast,Architectural Producer,Precast,DavidChris,Prec-Pres,PrecastD,LA,9/9/1998,11/27/2010, -   ,,,O,,South,Precast,US
003540,045,045-003540,Certex USA Inc - Sacramento,Certex USA Inc,Distributor- Regional,Distributor,DwightWeev,Con-Fab,DealerD,CA,11/3/2017,11/3/2017, -   ,,,O,,West,Other,US
003242,045,045-003242,Certex USA Inc. - Orlando,Certex USA Inc,Distributor- Regional,Distributor,LoriDykes,Con-Fab,DealerD,FL,4/2/2015,4/2/2015, -   ,,,O,,South,Other,US
005817,045,045-005817,Certified Material Testing Products,Certified Material Testing Pro,Distributor- Local,Distributor,LoriDykes,con-fab,,FL,6/2/2021,6/2/2021, -   ,,,O,,South,Other,US
003448,045,045-003448,CF Metals Inc.,CF Metals Inc.,Rebar Fabricator- Local,Fabricator,BrinFrazie,Con-Fab,DealerD,TX,2/7/2017,2/7/2017, -   ,,,O,,South,Other,US
004215,045,045-004215,CGC Industries Inc.,,Job/Other,Other,ScottRolu,Con-Fab,,OR,3/26/2020,3/26/2020, -   ,New Halfen,,O,,West,Other,US
004217,045,045-004217,Charles T Driscoll Masonry Restoration CO Inc,Charles T Driscoll Masonry Restoration CO Inc,Masonry Contractor,Contractor,EJPfab,Con-Fab,,NY,3/26/2020,3/26/2020, -   ,New Halfen,,O,,North,Other,US
004194,045,045-004194,Charlotte Regional Visitors Authority,,Job/Other,Other,GregArnet,Con-Fab,,,3/26/2020,3/26/2020, -   ,New Halfen,,O,,,Other,
005820,045,045-005820,Chelan PUD,Chelan PUD,Regional Contractor,Contractor,DwightWeev,con-fab,,WA,6/4/2021,6/4/2021, -   ,,,O,,West,Other,US
004222,045,045-004222,Cherokee Masonry,,Glazing Contractor,Contractor,GregArnet,Con-Fab,,SC,3/26/2020,3/26/2020, -   ,New Halfen,,O,,South,Other,US
004224,045,045-004224,Child Enterprises,,Masonry Contractor,Contractor,DwightWeev,Con-Fab,,UT,3/26/2020,3/26/2020, -   ,New Halfen,,O,,West,Other,US
004226,045,045-004226,Chorba Contracting Corporation,,Regional Contractor,Contractor,GregArnet,Con-Fab,,AL,3/26/2020,3/26/2020, -   ,New Halfen,,O,,South,Other,US
004228,045,045-004228,Ciar Arann Corp,,Regional Contractor,Contractor,DonFowler,Con-Fab,,NY,3/26/2020,3/26/2020, -   ,New Halfen,,O,,North,Other,US
004229,045,045-004229,Cincinnati Metal Fabricating,,Regional Contractor,Contractor,GregHolsho,Con-Fab,,OH,3/26/2020,3/26/2020, -   ,New Halfen,,O,,North,Other,US
004230,045,045-004230,Cintech Construction,,Regional Contractor,Contractor,GregHolsho,Con-Fab,,OH,3/26/2020,3/26/2020, -   ,New Halfen,,O,,North,Other,US
005053,045,045-005053,Cirocco Ozzimo,,Regional Contractor,Contractor,EJPfab,Con-Fab,,,3/26/2020,3/26/2020, -   ,New Halfen,,O,,,Other,
003232,045,045-003232,Citadel Contractors - Rental Sales,Citadel Contractors,Regional Contractor,Contractor,House,Con-Fab,,NC,3/10/2015,3/10/2015, -   ,,,O,,South,Other,US
006014,045,045-006014,City Masonry,,Masonry Contractor,Contractor,GregArnet,con-fab,,TX,9/14/2021,9/14/2021, -   ,,,O,,South,Other,US
006074,045,045-006074,City of Portland,,Regional Contractor,Contractor,EricNesset,con-fab,,OR,10/15/2021,10/15/2021, -   ,,,O,,West,Other,US
004235,045,045-004235,Clark Concrete Contractors LLC,Clark Concrete Contractors LLC,Regional Contractor,Contractor,EJPfab,Con-Fab,,MD,3/26/2020,3/26/2020, -   ,New Halfen,,O,,North,Other,US
005869,045,045-005869,Clayton,TUTTLE A Dant Clayton Division,Regional Contractor,Contractor,GregHolsho,con-fab,,IN,6/25/2021,6/25/2021, -   ,,,O,,North,Other,US
005432,045,045-005432,Clearvue Glass and Mirror Co,Clearvue Glass and Mirror Co,Glazing Contractor,Contractor,EJPfab,Con-Fab,,FL,4/2/2020,4/2/2020, -   ,,,O,,South,Other,US
001415,045,045-001415,"CMC Construction - Yard #51, TX",CMC Construction,Rebar Fabricator- National,Fabricator,BrinFrazie,Con-Fab,DealerATlt,TX,2/11/2008,11/27/2010, -   ,,,O,,South,Other,US
001257,045,045-001257,"CMC Rebar - Alamo Steel, TX",CMC Rebar,Rebar Fabricator- National,Fabricator,BrinFrazie,Con-Fab,Fabric A,TX,3/1/1996,11/27/2010, -   ,,,O,,South,Other,US
001555,045,045-001555,"CMC Rebar - Denver, CO",CMC Rebar,Rebar Fabricator- National,Fabricator,RichBrownr,Con-Fab,Fabric A,CO,4/24/2008,11/27/2010, -   ,,,O,,West,Other,US
002831,045,045-002831,"CMC Rebar - Draper Sales Office, UT",CMC Rebar,Rebar Fabricator- National,Fabricator,DwightWeev,Con-Fab,Fabric A,UT,2/19/2013,2/19/2013, -   ,,,O,,West,Other,US
003574,045,045-003574,"CMC Rebar - Etiwanda, CA",CMC Rebar,Rebar Fabricator- National,Fabricator,DwightWeev,Con-Fab,Fabric A,CA,2/8/2018,2/8/2018, -   ,,,O,,West,Other,US
002938,045,045-002938,"CMC Rebar - Glendale, AZ",CMC Rebar,Rebar Fabricator- National,Fabricator,DwightWeev,Con-Fab,Fabric A,AZ,9/6/2013,9/6/2013, -   ,,,O,,West,Other,US
000498,045,045-000498,"CMC Rebar - Las Vegas, NV",CMC Rebar,Rebar Fabricator- National,Fabricator,DwightWeev,Con-Fab,Fabric A,,10/28/2010,11/27/2010, -   ,  ,,O,,,Other,
001318,045,045-001318,"CMC Rebar - Muskogee, OK",CMC Rebar,Rebar Fabricator- National,Fabricator,BrinFrazie,Con-Fab,Fabric A,OK,7/14/1990,11/27/2010, -   ,,,O,,South,Other,US
003488,045,045-003488,"CMC Rebar - Napa, CA",CMC Rebar,Rebar Fabricator- National,Fabricator,DwightWeev,Con-Fab,Fabric A,CA,5/16/2017,5/16/2017, -   ,,,O,,West,Other,US
002495,045,045-002495,"CMC Rebar - Navasota, TX",CMC Rebar,Rebar Fabricator- National,Fabricator,BrinFrazie,Con-Fab,Fabric A,TX,7/19/2011,7/19/2011, -   ,,,O,,South,Other,US
002147,045,045-002147,CMC REBAR - PARENT ACCOUNT,CMC Rebar,Rebar Fabricator- National,Fabricator,House,Con-Fab,,TX,1/4/2011,1/5/2011, -   ,,,O,,South,Other,US
003125,045,045-003125,"CMC Rebar - San Diego Sales Office, CA",CMC Rebar,Rebar Fabricator- National,Fabricator,DwightWeev,Con-Fab,Fabric A,CA,7/22/2014,7/22/2014, -   ,,,O,,West,Other,US
001419,045,045-001419,"CMC Rebar - Seguin, TX",CMC Rebar,Rebar Fabricator- National,Fabricator,BrinFrazie,Con-Fab,Fabric A,TX,6/14/2007,11/27/2010, -   ,,,O,,South,Other,US
005531,045,045-005531,Coastal Pipeline Products,Coastal Pipeline Products,Utility Precast Producer,Precast,GaryPascoe,Prec-Pres,PrecastB,NY,7/22/2020,7/22/2020, -   ,,,O,,North,Precast,US
005844,045,045-005844,Coastal Resources Group,Coastal Resources Group,Regional Contractor,Contractor,BrinFrazie,con-fab,,TX,6/15/2021,6/15/2021, -   ,,,O,,South,Other,US
001171,045,045-001171,Cochrane Steel Inc.,Cochrane Steel Inc.,Distributor- Local,Distributor,GregArnet,Con-Fab,DealerB,NC,7/24/1980,11/27/2010, -   ,,,O,,South,Other,US
005937,045,045-005937,Colony Hardware - Sarasota,Colony Hardware,Distributor- Local,Distributor,LoriDykes,con-fab,DealerB,FL,8/3/2021,8/3/2021, -   ,,,O,,South,Other,US
001567,045,045-001567,Colorado Concrete Accessories,Colorado Concrete Accessories,Distributor- Regional,Distributor,RichBrownr,Con-Fab,DealerD,CO,8/13/2009,11/27/2010, -   ,,,O,,West,Other,US
003426,045,045-003426,"Commercial Steel Services, LLC aka American Rebar","Commercial Steel Services, LLC",Rebar Fabricator- Local,Fabricator,LoriDykes,Con-Fab,FabricD,FL,11/11/2016,11/11/2016, -   ,,,O,,South,Other,US
005415,045,045-005415,"Compton Construction Services, LLC","Compton Construction Services, LLC",Regional Contractor,Contractor,RichBrownr,Con-Fab,,KS,4/2/2020,4/2/2020, -   ,,,O,,South,Other,US
004257,045,045-004257,Concord Fabricators,,Regional Contractor,Contractor,GregHolsho,Con-Fab,,OH,3/26/2020,3/26/2020, -   ,New Halfen,,O,,North,Other,US
001049,045,045-001049,Concrete & Masonry,Concrete & Masonry,Distributor- Local,Distributor,GregArnet,Con-Fab,DealerD,GA,8/30/2007,11/27/2010, -   ,,,O,,South,Other,US
003185,045,045-003185,"Concrete Building Concepts, LLC","Concrete Building Concepts, LLC",Architectural Producer,Precast,JeffMyers,Prec-Pres,PrecastD,MS,10/28/2014,10/28/2014, -   ,,,O,,South,Precast,US
002593,045,045-002593,CONCRETE INDUSTRIES INC,CONCRETE INDUSTRIES INC,Prestress Producer,Prestress Producer,NickFain,Prec-Pres,,NE,1/9/2012,1/9/2012, -   ,,,O,,North,Precast,US
003351,045,045-003351,Concrete Logistics Inc.,Concrete Logistics Inc.,Regional Contractor,Contractor,GregArnet,Con-Fab,DealerD,NC,2/24/2016,2/24/2016, -   ,,,O,,South,Other,US
000785,045,045-000785,Concrete Pipe & Precast - Harrisonburg VA,Concrete Pipe & Precast,Utility Precast Producer,Precast,GaryPascoe,Prec-Pres,PrecastC,VA,6/16/1992,11/27/2010, -   ,,,O,,North,Precast,US
003302,045,045-003302,Concrete Pipe & Precast - WV,Concrete Pipe & Precast,Utility Precast Producer,Precast,NickFain,Prec-Pres,PrecastC,WV,8/12/2015,8/12/2015, -   ,,,O,,North,Precast,US
004260,045,045-004260,Concrete Protection & Restoration,,Masonry Contractor,Contractor,EJPfab,Con-Fab,,MD,3/26/2020,3/26/2020, -   ,New Halfen,,O,,North,Other,US
003098,045,045-003098,"Concrete Special Ties, Inc.","Concrete Special Ties, Inc.",Distributor- Local,Distributor,ScottRolu,Con-Fab,DealerD,OR,5/16/2014,5/16/2014, -   ,,,O,,West,Other,US
001430,045,045-001430,Confederate Steel Corp,Confederate Steel Corp,Distributor- Local,Distributor,BrinFrazie,Con-Fab,DealerD,TX,2/25/1990,11/27/2010, -   ,,,O,,South,Other,US
001572,045,045-001572,"Connectors For Construction, LLC",Connectors For,Distributor- Local,Distributor,DwightWeev,Con-Fab,DealerD,UT,2/20/2009,11/27/2010, -   ,,,O,,West,Other,US
003288,045,045-003288,Constar Supply - Bakersfield,White Cap,Distributor- Regional,Distributor,DwightWeev,Con-Fab,Whitecap,CA,7/14/2015,7/14/2015, -   ,,CSG,O,,West,Other,US
